customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Budget Shopper,Small Stores / Shops,Manager,Weekend Warrior Specials,428524.56,162,2645.21,535.23,4979.11
Budget Shopper,Small Stores / Shops,Manager,Winter Clearance Carnival,503499.58,182,2766.48,519.09,4998.44
Budget Shopper,Small Stores / Shops,Manager,Winter Wonders Sale,459118.73,162,2834.07,543.94,4977.07
Budget Shopper,Small Stores / Shops,Sales Associate,12 Days of Deals,479812.17,170,2822.42,512.05,4933.79
Budget Shopper,Small Stores / Shops,Sales Associate,Autumn Deals Drive,395665.75,149,2655.47,502.24,4990.58
Budget Shopper,Small Stores / Shops,Sales Associate,BOGO Blitz,431595.43,158,2731.62,505.02,4979.63
Budget Shopper,Small Stores / Shops,Sales Associate,Back to School Boost,556187.94,194,2866.95,515.93,4994.30
Budget Shopper,Small Stores / Shops,Sales Associate,Birthday Bash Sale,457874.98,170,2693.38,504.53,4992.91
Budget Shopper,Small Stores / Shops,Sales Associate,Black Friday Blowout,496275.78,180,2757.09,512.83,4895.71
Budget Shopper,Small Stores / Shops,Sales Associate,Cart Crasher Campaign,471749.40,174,2711.20,557.26,4996.24
Budget Shopper,Small Stores / Shops,Sales Associate,Cashback Carnival,473235.20,178,2658.62,505.90,4984.77
Budget Shopper,Small Stores / Shops,Sales Associate,Clearance Countdown,519207.06,186,2791.44,520.70,4967.48
Budget Shopper,Small Stores / Shops,Sales Associate,Countdown to Savings,510775.48,186,2746.10,519.24,4949.02
Budget Shopper,Small Stores / Shops,Sales Associate,Customer Appreciation Week,495424.43,177,2799.01,506.49,4991.30
Budget Shopper,Small Stores / Shops,Sales Associate,Cyber Monday Mania,442768.80,161,2750.12,523.29,4984.62
Budget Shopper,Small Stores / Shops,Sales Associate,Deal of the Month,390188.36,151,2584.03,503.94,4991.80
Budget Shopper,Small Stores / Shops,Sales Associate,Double Points Bonanza,469843.50,176,2669.57,527.94,4997.47
Budget Shopper,Small Stores / Shops,Sales Associate,Early Bird Specials,537440.60,193,2784.67,522.35,4963.21
Budget Shopper,Small Stores / Shops,Sales Associate,End of Season Sale,472128.17,164,2878.83,527.84,4999.78
Budget Shopper,Small Stores / Shops,Sales Associate,Exclusive Insider Offers,478449.69,180,2658.05,503.94,4906.27
Budget Shopper,Small Stores / Shops,Sales Associate,Festive Fever Promo,464855.39,171,2718.45,506.57,4957.13
Budget Shopper,Small Stores / Shops,Sales Associate,Final Call Frenzy,519835.35,184,2825.19,507.00,4993.72
Budget Shopper,Small Stores / Shops,Sales Associate,Flash Frenzy Friday,436528.87,156,2798.26,517.41,4982.13
Budget Shopper,Small Stores / Shops,Sales Associate,"Gift More, Spend Less",425996.28,163,2613.47,524.46,4991.44
Budget Shopper,Small Stores / Shops,Sales Associate,Golden Hour Bargains,505094.99,188,2686.68,580.86,4996.69
Budget Shopper,Small Stores / Shops,Sales Associate,Green Weekend Deals,411630.69,150,2744.20,508.03,4867.60
Budget Shopper,Small Stores / Shops,Sales Associate,Happy Hour Discounts,523620.02,188,2785.21,510.66,4998.71
Budget Shopper,Small Stores / Shops,Sales Associate,Holiday Shopping Rush,554017.61,200,2770.09,566.44,4964.53
Budget Shopper,Small Stores / Shops,Sales Associate,Hot Picks Promo,529197.79,180,2939.99,533.27,4988.39
Budget Shopper,Small Stores / Shops,Sales Associate,Instant Gratification Sale,510041.95,178,2865.40,526.62,4935.00
Budget Shopper,Small Stores / Shops,Sales Associate,Limited Time Treasures,490293.82,180,2723.85,507.40,4997.38
Budget Shopper,Small Stores / Shops,Sales Associate,Loyalty Rewards Blast,439416.42,168,2615.57,531.88,4989.82
Budget Shopper,Small Stores / Shops,Sales Associate,Mega Weekend Bonanza,512590.17,178,2879.72,512.13,4952.56
Budget Shopper,Small Stores / Shops,Sales Associate,Mid-Year Madness,496312.11,170,2919.48,544.51,4964.76
Budget Shopper,Small Stores / Shops,Sales Associate,Midnight Madness,466361.58,173,2695.73,520.48,4984.27
Budget Shopper,Small Stores / Shops,Sales Associate,Mystery Discount Days,474866.49,164,2895.53,575.97,4990.91
Budget Shopper,Small Stores / Shops,Sales Associate,New Arrival Showcase,495052.22,179,2765.65,518.41,4995.28
Budget Shopper,Small Stores / Shops,Sales Associate,New Product Launch Promo,488854.33,182,2686.01,526.69,4942.23
Budget Shopper,Small Stores / Shops,Sales Associate,New Year Kickoff,543081.50,182,2983.96,516.26,4995.24
Budget Shopper,Small Stores / Shops,Sales Associate,Price Drop Parade,446693.29,170,2627.61,507.21,4966.00
Budget Shopper,Small Stores / Shops,Sales Associate,Red Tag Clearance,467328.39,167,2798.37,534.43,4993.50
Budget Shopper,Small Stores / Shops,Sales Associate,Seasonal Surprise Box,509240.13,180,2829.11,530.88,4972.63
Budget Shopper,Small Stores / Shops,Sales Associate,Shop & Save Spectacular,448158.91,170,2636.23,511.64,4958.19
Budget Shopper,Small Stores / Shops,Sales Associate,Smart Shopper Week,504075.41,180,2800.42,516.99,4995.84
Budget Shopper,Small Stores / Shops,Sales Associate,Spring Refresh Event,464154.93,173,2682.98,567.02,4961.54
Budget Shopper,Small Stores / Shops,Sales Associate,Spring Splash Discounts,453265.83,166,2730.52,508.67,4964.28
Budget Shopper,Small Stores / Shops,Sales Associate,Summer Sizzle Promo,535460.32,196,2731.94,594.82,4986.41
Budget Shopper,Small Stores / Shops,Sales Associate,Super Savings Week,448105.84,157,2854.18,587.51,4995.51
Budget Shopper,Small Stores / Shops,Sales Associate,Ultimate Value Event,484110.64,176,2750.63,526.43,4998.36
Budget Shopper,Small Stores / Shops,Sales Associate,VIP Access Sale,503163.70,180,2795.35,516.56,4980.84
Budget Shopper,Small Stores / Shops,Sales Associate,Weekend Warrior Specials,491343.11,180,2729.68,528.50,4979.32
Budget Shopper,Small Stores / Shops,Sales Associate,Winter Clearance Carnival,437103.59,171,2556.16,526.61,4917.45
Budget Shopper,Small Stores / Shops,Sales Associate,Winter Wonders Sale,430737.81,161,2675.39,543.93,4956.26
Budget Shopper,Small Stores / Shops,Salesperson,12 Days of Deals,508839.13,176,2891.13,545.75,4998.61
Budget Shopper,Small Stores / Shops,Salesperson,Autumn Deals Drive,486576.80,175,2780.44,524.60,4993.37
Budget Shopper,Small Stores / Shops,Salesperson,BOGO Blitz,428043.99,168,2547.88,505.45,4963.80
Budget Shopper,Small Stores / Shops,Salesperson,Back to School Boost,457248.79,169,2705.61,511.72,4985.68
Budget Shopper,Small Stores / Shops,Salesperson,Birthday Bash Sale,464131.21,166,2795.97,511.57,4992.00
Budget Shopper,Small Stores / Shops,Salesperson,Black Friday Blowout,512747.33,181,2832.86,557.94,4970.84
Budget Shopper,Small Stores / Shops,Salesperson,Cart Crasher Campaign,424044.29,164,2585.64,504.62,4988.86
Budget Shopper,Small Stores / Shops,Salesperson,Cashback Carnival,517020.58,175,2954.40,563.33,4988.47
Budget Shopper,Small Stores / Shops,Salesperson,Clearance Countdown,446394.19,159,2807.51,511.56,4979.67
Budget Shopper,Small Stores / Shops,Salesperson,Countdown to Savings,475442.36,175,2716.81,516.38,4979.42
Budget Shopper,Small Stores / Shops,Salesperson,Customer Appreciation Week,476795.74,170,2804.68,518.89,4949.74
Budget Shopper,Small Stores / Shops,Salesperson,Cyber Monday Mania,422004.40,160,2637.53,517.79,4993.46
Budget Shopper,Small Stores / Shops,Salesperson,Deal of the Month,435961.99,159,2741.90,627.04,4982.99
Budget Shopper,Small Stores / Shops,Salesperson,Double Points Bonanza,518625.62,189,2744.05,595.84,4994.46
Budget Shopper,Small Stores / Shops,Salesperson,Early Bird Specials,520444.53,179,2907.51,542.52,4977.91
Budget Shopper,Small Stores / Shops,Salesperson,End of Season Sale,487485.22,185,2635.06,539.21,4949.46
Budget Shopper,Small Stores / Shops,Salesperson,Exclusive Insider Offers,430766.38,161,2675.57,547.61,4986.50
Budget Shopper,Small Stores / Shops,Salesperson,Festive Fever Promo,387385.00,145,2671.62,520.71,4961.29
Budget Shopper,Small Stores / Shops,Salesperson,Final Call Frenzy,566293.35,199,2845.70,540.36,4989.89
Budget Shopper,Small Stores / Shops,Salesperson,Flash Frenzy Friday,502063.71,182,2758.59,511.85,4998.41
Budget Shopper,Small Stores / Shops,Salesperson,"Gift More, Spend Less",488267.43,183,2668.13,516.29,4934.44
Budget Shopper,Small Stores / Shops,Salesperson,Golden Hour Bargains,446839.65,165,2708.12,517.42,4995.35
Budget Shopper,Small Stores / Shops,Salesperson,Green Weekend Deals,518046.21,183,2830.85,531.05,4986.29
Budget Shopper,Small Stores / Shops,Salesperson,Happy Hour Discounts,518314.28,185,2801.70,528.07,4984.81
Budget Shopper,Small Stores / Shops,Salesperson,Holiday Shopping Rush,474290.10,168,2823.16,504.65,4941.35
Budget Shopper,Small Stores / Shops,Salesperson,Hot Picks Promo,497847.08,177,2812.70,514.13,4988.48
Budget Shopper,Small Stores / Shops,Salesperson,Instant Gratification Sale,414702.86,153,2710.48,516.12,4880.81
Budget Shopper,Small Stores / Shops,Salesperson,Limited Time Treasures,471989.76,175,2697.08,530.51,4997.33
Budget Shopper,Small Stores / Shops,Salesperson,Loyalty Rewards Blast,510038.71,184,2771.95,545.47,4998.12
Budget Shopper,Small Stores / Shops,Salesperson,Mega Weekend Bonanza,476535.03,164,2905.70,521.46,4982.15
Budget Shopper,Small Stores / Shops,Salesperson,Mid-Year Madness,457412.41,171,2674.93,505.48,4992.45
Budget Shopper,Small Stores / Shops,Salesperson,Midnight Madness,479020.60,182,2631.98,533.40,4986.24
Budget Shopper,Small Stores / Shops,Salesperson,Mystery Discount Days,459749.75,164,2803.35,507.78,4975.27
Budget Shopper,Small Stores / Shops,Salesperson,New Arrival Showcase,462867.61,170,2722.75,510.89,4954.84
Budget Shopper,Small Stores / Shops,Salesperson,New Product Launch Promo,421460.96,166,2538.92,512.46,4994.33
Budget Shopper,Small Stores / Shops,Salesperson,New Year Kickoff,545419.65,204,2673.63,527.60,4973.48
Budget Shopper,Small Stores / Shops,Salesperson,Price Drop Parade,397897.75,150,2652.65,507.96,4881.69
Budget Shopper,Small Stores / Shops,Salesperson,Red Tag Clearance,475094.44,180,2639.41,503.77,4955.33
Budget Shopper,Small Stores / Shops,Salesperson,Seasonal Surprise Box,545510.97,195,2797.49,525.43,4973.56
Budget Shopper,Small Stores / Shops,Salesperson,Shop & Save Spectacular,503885.79,189,2666.06,570.00,4971.93
Budget Shopper,Small Stores / Shops,Salesperson,Smart Shopper Week,554638.99,196,2829.79,536.04,4997.06
Budget Shopper,Small Stores / Shops,Salesperson,Spring Refresh Event,493704.51,171,2887.16,512.88,4933.04
Budget Shopper,Small Stores / Shops,Salesperson,Spring Splash Discounts,487096.76,175,2783.41,530.93,4982.86
Budget Shopper,Small Stores / Shops,Salesperson,Summer Sizzle Promo,442455.43,167,2649.43,531.43,4992.32
Budget Shopper,Small Stores / Shops,Salesperson,Super Savings Week,508940.54,179,2843.24,561.04,4966.60
Budget Shopper,Small Stores / Shops,Salesperson,Ultimate Value Event,525248.85,202,2600.24,506.99,4990.23
Budget Shopper,Small Stores / Shops,Salesperson,VIP Access Sale,455519.06,166,2744.09,500.51,4979.66
Budget Shopper,Small Stores / Shops,Salesperson,Weekend Warrior Specials,534275.99,198,2698.36,516.67,4956.07
Budget Shopper,Small Stores / Shops,Salesperson,Winter Clearance Carnival,434067.56,156,2782.48,543.09,4983.34
Budget Shopper,Small Stores / Shops,Salesperson,Winter Wonders Sale,585585.17,204,2870.52,574.61,4984.41
Budget Shopper,Small Stores / Shops,Senior Salesperson,12 Days of Deals,444314.30,160,2776.96,505.54,4988.99
Budget Shopper,Small Stores / Shops,Senior Salesperson,Autumn Deals Drive,400486.45,150,2669.91,525.01,4998.35
Budget Shopper,Small Stores / Shops,Senior Salesperson,BOGO Blitz,426183.96,145,2939.20,514.68,4995.11
Budget Shopper,Small Stores / Shops,Senior Salesperson,Back to School Boost,456166.96,162,2815.85,516.87,4970.78
Budget Shopper,Small Stores / Shops,Senior Salesperson,Birthday Bash Sale,378820.87,143,2649.10,514.98,4937.77
Budget Shopper,Small Stores / Shops,Senior Salesperson,Black Friday Blowout,390027.18,139,2805.95,505.61,4988.09
Budget Shopper,Small Stores / Shops,Senior Salesperson,Cart Crasher Campaign,378941.61,133,2849.19,573.46,4908.00
Budget Shopper,Small Stores / Shops,Senior Salesperson,Cashback Carnival,378705.36,141,2685.85,568.25,4967.41
Budget Shopper,Small Stores / Shops,Senior Salesperson,Clearance Countdown,431896.55,160,2699.35,525.85,4991.96
Budget Shopper,Small Stores / Shops,Senior Salesperson,Countdown to Savings,431406.00,158,2730.42,522.84,4956.58
Budget Shopper,Small Stores / Shops,Senior Salesperson,Customer Appreciation Week,412758.87,151,2733.50,531.10,4986.48
Budget Shopper,Small Stores / Shops,Senior Salesperson,Cyber Monday Mania,423322.83,152,2785.02,502.75,4999.28
Budget Shopper,Small Stores / Shops,Senior Salesperson,Deal of the Month,392231.05,145,2705.04,514.44,4966.41
Budget Shopper,Small Stores / Shops,Senior Salesperson,Double Points Bonanza,423855.44,150,2825.70,500.59,4888.34
Budget Shopper,Small Stores / Shops,Senior Salesperson,Early Bird Specials,425901.13,154,2765.59,550.55,4944.17
Budget Shopper,Small Stores / Shops,Senior Salesperson,End of Season Sale,413963.71,156,2653.61,503.49,4979.32
Budget Shopper,Small Stores / Shops,Senior Salesperson,Exclusive Insider Offers,385429.39,140,2753.07,507.80,4948.53
Budget Shopper,Small Stores / Shops,Senior Salesperson,Festive Fever Promo,494374.19,179,2761.87,500.98,4924.03
Budget Shopper,Small Stores / Shops,Senior Salesperson,Final Call Frenzy,417438.87,155,2693.15,535.12,4967.44
Budget Shopper,Small Stores / Shops,Senior Salesperson,Flash Frenzy Friday,397026.16,148,2682.61,521.21,4979.00
Budget Shopper,Small Stores / Shops,Senior Salesperson,"Gift More, Spend Less",426145.71,149,2860.04,507.15,4959.32
Budget Shopper,Small Stores / Shops,Senior Salesperson,Golden Hour Bargains,441001.18,153,2882.36,636.41,4906.25
Budget Shopper,Small Stores / Shops,Senior Salesperson,Green Weekend Deals,465468.57,171,2722.04,528.33,4996.73
Budget Shopper,Small Stores / Shops,Senior Salesperson,Happy Hour Discounts,360407.36,138,2611.65,543.59,4980.21
Budget Shopper,Small Stores / Shops,Senior Salesperson,Holiday Shopping Rush,430266.15,159,2706.08,514.69,4989.06
Budget Shopper,Small Stores / Shops,Senior Salesperson,Hot Picks Promo,381696.18,137,2786.10,548.20,4991.62
Budget Shopper,Small Stores / Shops,Senior Salesperson,Instant Gratification Sale,373997.34,138,2710.13,503.39,4994.90
Budget Shopper,Small Stores / Shops,Senior Salesperson,Limited Time Treasures,423994.44,154,2753.21,509.31,4981.17
Budget Shopper,Small Stores / Shops,Senior Salesperson,Loyalty Rewards Blast,342451.48,132,2594.33,595.82,4998.29
Budget Shopper,Small Stores / Shops,Senior Salesperson,Mega Weekend Bonanza,423784.08,163,2599.90,506.20,4905.68
Budget Shopper,Small Stores / Shops,Senior Salesperson,Mid-Year Madness,428997.20,159,2698.10,580.35,4947.00
Budget Shopper,Small Stores / Shops,Senior Salesperson,Midnight Madness,405515.49,154,2633.22,518.16,4995.31
Budget Shopper,Small Stores / Shops,Senior Salesperson,Mystery Discount Days,388867.81,137,2838.45,509.10,4942.33
Budget Shopper,Small Stores / Shops,Senior Salesperson,New Arrival Showcase,427789.54,161,2657.08,511.49,4966.36
Budget Shopper,Small Stores / Shops,Senior Salesperson,New Product Launch Promo,395368.26,142,2784.28,501.09,4985.24
Budget Shopper,Small Stores / Shops,Senior Salesperson,New Year Kickoff,434499.64,163,2665.64,509.56,4996.08
Budget Shopper,Small Stores / Shops,Senior Salesperson,Price Drop Parade,411200.02,147,2797.28,613.51,4976.80
Budget Shopper,Small Stores / Shops,Senior Salesperson,Red Tag Clearance,378199.21,141,2682.26,521.54,4996.92
Budget Shopper,Small Stores / Shops,Senior Salesperson,Seasonal Surprise Box,477137.66,171,2790.28,501.12,4992.44
Budget Shopper,Small Stores / Shops,Senior Salesperson,Shop & Save Spectacular,450855.80,154,2927.64,532.02,4975.24
Budget Shopper,Small Stores / Shops,Senior Salesperson,Smart Shopper Week,428717.88,172,2492.55,513.67,4968.50
Budget Shopper,Small Stores / Shops,Senior Salesperson,Spring Refresh Event,420263.68,153,2746.82,536.33,4978.31
Budget Shopper,Small Stores / Shops,Senior Salesperson,Spring Splash Discounts,399935.50,149,2684.13,534.86,4989.56
Budget Shopper,Small Stores / Shops,Senior Salesperson,Summer Sizzle Promo,404789.28,146,2772.53,518.75,4994.68
Budget Shopper,Small Stores / Shops,Senior Salesperson,Super Savings Week,417097.97,146,2856.84,554.35,4999.08
Budget Shopper,Small Stores / Shops,Senior Salesperson,Ultimate Value Event,429618.51,152,2826.44,502.47,4998.56
Budget Shopper,Small Stores / Shops,Senior Salesperson,VIP Access Sale,362971.37,145,2503.25,514.92,4971.21
Budget Shopper,Small Stores / Shops,Senior Salesperson,Weekend Warrior Specials,361352.71,133,2716.94,504.80,4926.74
Budget Shopper,Small Stores / Shops,Senior Salesperson,Winter Clearance Carnival,387356.71,136,2848.21,531.86,4982.80
Budget Shopper,Small Stores / Shops,Senior Salesperson,Winter Wonders Sale,388738.81,148,2626.61,523.21,4898.07
Budget Shopper,Supermarkets ,Manager,12 Days of Deals,498291.25,181,2752.99,505.04,4947.41
Budget Shopper,Supermarkets ,Manager,Autumn Deals Drive,454635.39,171,2658.69,500.04,4996.10
Budget Shopper,Supermarkets ,Manager,BOGO Blitz,434654.00,165,2634.27,523.65,4932.22
Budget Shopper,Supermarkets ,Manager,Back to School Boost,553737.61,196,2825.19,501.48,4984.20
Budget Shopper,Supermarkets ,Manager,Birthday Bash Sale,514092.19,179,2872.02,564.03,4999.93
Budget Shopper,Supermarkets ,Manager,Black Friday Blowout,511348.81,187,2734.49,527.70,4978.84
Budget Shopper,Supermarkets ,Manager,Cart Crasher Campaign,421673.21,161,2619.09,511.33,4979.93
Budget Shopper,Supermarkets ,Manager,Cashback Carnival,521762.89,184,2835.67,512.58,4988.77
Budget Shopper,Supermarkets ,Manager,Clearance Countdown,512868.59,191,2685.18,503.98,4985.43
Budget Shopper,Supermarkets ,Manager,Countdown to Savings,494893.91,160,3093.09,515.55,4985.41
Budget Shopper,Supermarkets ,Manager,Customer Appreciation Week,534049.50,176,3034.37,508.47,4993.47
Budget Shopper,Supermarkets ,Manager,Cyber Monday Mania,518578.89,177,2929.82,502.91,4988.75
Budget Shopper,Supermarkets ,Manager,Deal of the Month,384844.29,143,2691.22,505.51,4978.21
Budget Shopper,Supermarkets ,Manager,Double Points Bonanza,431644.12,165,2616.02,521.69,4998.07
Budget Shopper,Supermarkets ,Manager,Early Bird Specials,549234.29,197,2787.99,550.20,4996.74
