category,brand,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Nike,Churn Risk,Large Malls / Complexes,Salesperson,788832.79,302,2612.03,500.82,4999.04
Clothing,Nike,Churn Risk,Large Malls / Complexes,Senior Salesperson,596173.67,225,2649.66,501.92,4960.91
Clothing,Nike,Churn Risk,Small Stores / Shops,Manager,837046.00,301,2780.88,510.00,4969.37
Clothing,Nike,Churn Risk,Small Stores / Shops,Sales Associate,707603.30,270,2620.75,511.64,4929.43
Clothing,Nike,Churn Risk,Small Stores / Shops,Salesperson,918815.62,313,2935.51,515.13,4997.78
Clothing,Nike,Churn Risk,Small Stores / Shops,Senior Salesperson,705963.66,270,2614.68,522.50,4998.85
Clothing,Nike,Churn Risk,Supermarkets ,Manager,884086.92,309,2861.12,508.53,4996.67
Clothing,Nike,Churn Risk,Supermarkets ,Sales Associate,882141.35,326,2705.96,509.47,4990.46
Clothing,Nike,Churn Risk,Supermarkets ,Salesperson,836375.60,307,2724.35,527.17,4976.01
Clothing,Nike,Churn Risk,Supermarkets ,Senior Salesperson,694475.14,247,2811.64,520.13,4998.67
Clothing,Nike,Deal Seeker,Large Malls / Complexes,Manager,764850.16,277,2761.19,501.97,4991.55
Clothing,Nike,Deal Seeker,Large Malls / Complexes,Sales Associate,782668.26,288,2717.60,524.93,4996.06
Clothing,Nike,Deal Seeker,Large Malls / Complexes,Salesperson,719354.65,277,2596.95,509.30,4987.50
Clothing,Nike,Deal Seeker,Large Malls / Complexes,Senior Salesperson,603484.26,225,2682.15,509.63,4996.55
Clothing,Nike,Deal Seeker,Small Stores / Shops,Manager,721418.72,273,2642.56,500.55,4996.81
Clothing,Nike,Deal Seeker,Small Stores / Shops,Sales Associate,948847.76,331,2866.61,500.14,4985.45
Clothing,Nike,Deal Seeker,Small Stores / Shops,Salesperson,752675.98,301,2500.58,513.34,4983.60
Clothing,Nike,Deal Seeker,Small Stores / Shops,Senior Salesperson,639069.19,226,2827.74,553.35,4987.69
Clothing,Nike,Deal Seeker,Supermarkets ,Manager,801430.35,299,2680.37,500.89,4997.10
Clothing,Nike,Deal Seeker,Supermarkets ,Sales Associate,785332.50,292,2689.49,592.67,4957.58
Clothing,Nike,Deal Seeker,Supermarkets ,Salesperson,765336.58,291,2630.02,503.83,4996.75
Clothing,Nike,Deal Seeker,Supermarkets ,Senior Salesperson,761801.76,279,2730.47,501.15,4997.93
Clothing,Nike,First-time Buyer,Large Malls / Complexes,Manager,763081.96,278,2744.90,519.82,4966.64
Clothing,Nike,First-time Buyer,Large Malls / Complexes,Sales Associate,808790.43,290,2788.93,536.71,4997.09
Clothing,Nike,First-time Buyer,Large Malls / Complexes,Salesperson,737747.97,276,2673.00,514.42,4998.79
Clothing,Nike,First-time Buyer,Large Malls / Complexes,Senior Salesperson,671962.08,236,2847.30,516.31,4996.12
Clothing,Nike,First-time Buyer,Small Stores / Shops,Manager,727572.85,266,2735.24,501.63,4992.45
Clothing,Nike,First-time Buyer,Small Stores / Shops,Sales Associate,790872.14,301,2627.48,518.90,4996.51
Clothing,Nike,First-time Buyer,Small Stores / Shops,Salesperson,859022.93,304,2825.73,504.14,4990.18
Clothing,Nike,First-time Buyer,Small Stores / Shops,Senior Salesperson,740104.37,269,2751.32,504.72,4998.40
Clothing,Nike,First-time Buyer,Supermarkets ,Manager,719795.16,267,2695.86,511.89,4957.12
Clothing,Nike,First-time Buyer,Supermarkets ,Sales Associate,786612.90,284,2769.76,540.90,4986.56
Clothing,Nike,First-time Buyer,Supermarkets ,Salesperson,810340.90,289,2803.95,519.98,4998.86
Clothing,Nike,First-time Buyer,Supermarkets ,Senior Salesperson,672687.69,233,2887.07,513.81,4998.25
Clothing,Nike,High Value,Large Malls / Complexes,Manager,673707.34,233,2891.45,504.64,4930.31
Clothing,Nike,High Value,Large Malls / Complexes,Sales Associate,762636.26,272,2803.81,514.20,4983.14
Clothing,Nike,High Value,Large Malls / Complexes,Salesperson,760927.55,278,2737.15,501.48,4987.90
Clothing,Nike,High Value,Large Malls / Complexes,Senior Salesperson,605265.59,235,2575.60,514.29,4977.80
Clothing,Nike,High Value,Small Stores / Shops,Manager,807327.59,292,2764.82,504.65,4985.24
Clothing,Nike,High Value,Small Stores / Shops,Sales Associate,828307.73,291,2846.42,537.11,4999.95
Clothing,Nike,High Value,Small Stores / Shops,Salesperson,799734.89,278,2876.74,523.22,4965.55
Clothing,Nike,High Value,Small Stores / Shops,Senior Salesperson,729977.05,264,2765.06,502.52,4992.66
Clothing,Nike,High Value,Supermarkets ,Manager,826240.08,300,2754.13,501.90,4999.11
Clothing,Nike,High Value,Supermarkets ,Sales Associate,826906.79,302,2738.10,500.77,4994.34
Clothing,Nike,High Value,Supermarkets ,Salesperson,810324.77,288,2813.63,534.65,4988.91
Clothing,Nike,High Value,Supermarkets ,Senior Salesperson,829400.96,286,2900.00,504.25,4997.27
Clothing,Nike,In-Store Regular,Large Malls / Complexes,Manager,731475.79,276,2650.27,511.44,4993.71
Clothing,Nike,In-Store Regular,Large Malls / Complexes,Sales Associate,690569.79,251,2751.27,515.28,4998.76
Clothing,Nike,In-Store Regular,Large Malls / Complexes,Salesperson,756977.82,266,2845.78,518.07,4982.68
Clothing,Nike,In-Store Regular,Large Malls / Complexes,Senior Salesperson,652305.65,247,2640.91,523.12,4994.53
Clothing,Nike,In-Store Regular,Small Stores / Shops,Manager,871391.68,308,2829.19,509.39,4976.73
Clothing,Nike,In-Store Regular,Small Stores / Shops,Sales Associate,804735.22,294,2737.19,509.72,4995.83
Clothing,Nike,In-Store Regular,Small Stores / Shops,Salesperson,877384.02,314,2794.22,506.75,4986.87
Clothing,Nike,In-Store Regular,Small Stores / Shops,Senior Salesperson,576466.14,214,2693.77,533.93,4998.73
Clothing,Nike,In-Store Regular,Supermarkets ,Manager,825292.24,283,2916.23,505.91,4988.99
Clothing,Nike,In-Store Regular,Supermarkets ,Sales Associate,865129.65,319,2712.01,502.32,4991.51
Clothing,Nike,In-Store Regular,Supermarkets ,Salesperson,874256.82,324,2698.32,515.42,4999.33
Clothing,Nike,In-Store Regular,Supermarkets ,Senior Salesperson,670892.95,256,2620.68,503.23,4946.81
Clothing,Nike,Loyal Customer,Large Malls / Complexes,Manager,764582.61,269,2842.31,506.69,4997.89
Clothing,Nike,Loyal Customer,Large Malls / Complexes,Sales Associate,695556.26,249,2793.40,506.59,4997.47
Clothing,Nike,Loyal Customer,Large Malls / Complexes,Salesperson,824831.94,294,2805.55,514.81,4972.62
Clothing,Nike,Loyal Customer,Large Malls / Complexes,Senior Salesperson,723458.47,259,2793.28,501.58,4982.10
Clothing,Nike,Loyal Customer,Small Stores / Shops,Manager,797047.22,280,2846.60,524.76,4996.20
Clothing,Nike,Loyal Customer,Small Stores / Shops,Sales Associate,864449.49,310,2788.55,532.95,4994.31
Clothing,Nike,Loyal Customer,Small Stores / Shops,Salesperson,875030.20,308,2841.01,525.01,4998.67
Clothing,Nike,Loyal Customer,Small Stores / Shops,Senior Salesperson,707478.35,260,2721.07,508.62,4993.88
Clothing,Nike,Loyal Customer,Supermarkets ,Manager,738702.91,264,2798.12,511.51,4996.19
Clothing,Nike,Loyal Customer,Supermarkets ,Sales Associate,965292.09,345,2797.95,504.07,4983.28
Clothing,Nike,Loyal Customer,Supermarkets ,Salesperson,832376.75,314,2650.88,502.19,4998.23
Clothing,Nike,Loyal Customer,Supermarkets ,Senior Salesperson,719377.94,263,2735.28,517.52,4964.73
Clothing,Nike,Occasional Shopper,Large Malls / Complexes,Manager,761016.09,294,2588.49,501.20,4981.70
Clothing,Nike,Occasional Shopper,Large Malls / Complexes,Sales Associate,852107.06,299,2849.86,515.85,4992.01
Clothing,Nike,Occasional Shopper,Large Malls / Complexes,Salesperson,735101.97,274,2682.85,513.85,4999.19
Clothing,Nike,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,701551.93,253,2772.93,531.53,4988.51
Clothing,Nike,Occasional Shopper,Small Stores / Shops,Manager,746408.63,273,2734.10,518.85,4992.82
Clothing,Nike,Occasional Shopper,Small Stores / Shops,Sales Associate,875665.01,304,2880.48,501.25,4978.45
Clothing,Nike,Occasional Shopper,Small Stores / Shops,Salesperson,819320.84,303,2704.03,502.13,4995.34
Clothing,Nike,Occasional Shopper,Small Stores / Shops,Senior Salesperson,682712.20,248,2752.87,500.65,4990.29
Clothing,Nike,Occasional Shopper,Supermarkets ,Manager,822951.60,294,2799.16,521.58,4999.75
Clothing,Nike,Occasional Shopper,Supermarkets ,Sales Associate,863882.45,304,2841.72,513.39,4976.17
Clothing,Nike,Occasional Shopper,Supermarkets ,Salesperson,777522.23,281,2766.98,510.06,4996.26
Clothing,Nike,Occasional Shopper,Supermarkets ,Senior Salesperson,696002.57,259,2687.27,521.75,4982.77
Clothing,Nike,Online Shopper,Large Malls / Complexes,Manager,607656.73,216,2813.23,572.54,4974.99
Clothing,Nike,Online Shopper,Large Malls / Complexes,Sales Associate,866896.51,306,2833.00,508.00,4990.16
Clothing,Nike,Online Shopper,Large Malls / Complexes,Salesperson,745960.69,276,2702.76,513.51,4996.67
Clothing,Nike,Online Shopper,Large Malls / Complexes,Senior Salesperson,681892.34,246,2771.92,500.29,4997.02
Clothing,Nike,Online Shopper,Small Stores / Shops,Manager,739725.71,262,2823.38,505.29,4993.54
Clothing,Nike,Online Shopper,Small Stores / Shops,Sales Associate,812035.14,292,2780.94,502.80,4974.38
Clothing,Nike,Online Shopper,Small Stores / Shops,Salesperson,800519.84,283,2828.69,509.19,4964.82
Clothing,Nike,Online Shopper,Small Stores / Shops,Senior Salesperson,773748.38,265,2919.81,503.50,4998.41
Clothing,Nike,Online Shopper,Supermarkets ,Manager,709410.23,273,2598.57,501.71,4984.02
Clothing,Nike,Online Shopper,Supermarkets ,Sales Associate,873005.95,317,2753.96,524.51,4992.25
Clothing,Nike,Online Shopper,Supermarkets ,Salesperson,789102.90,271,2911.82,500.43,4995.11
Clothing,Nike,Online Shopper,Supermarkets ,Senior Salesperson,692311.64,244,2837.34,503.75,4978.36
Clothing,Nike,Premium Shopper,Large Malls / Complexes,Manager,673799.20,260,2591.54,504.47,4934.20
Clothing,Nike,Premium Shopper,Large Malls / Complexes,Sales Associate,697365.93,266,2621.68,500.72,4890.72
Clothing,Nike,Premium Shopper,Large Malls / Complexes,Salesperson,749432.36,270,2775.68,532.76,4997.81
Clothing,Nike,Premium Shopper,Large Malls / Complexes,Senior Salesperson,632286.28,232,2725.37,506.25,4993.60
Clothing,Nike,Premium Shopper,Small Stores / Shops,Manager,851331.44,291,2925.54,531.77,4979.52
Clothing,Nike,Premium Shopper,Small Stores / Shops,Sales Associate,872323.87,322,2709.08,512.94,4996.89
Clothing,Nike,Premium Shopper,Small Stores / Shops,Salesperson,822157.96,306,2686.79,514.32,4980.80
Clothing,Nike,Premium Shopper,Small Stores / Shops,Senior Salesperson,677555.83,243,2788.30,572.46,4963.99
Clothing,Nike,Premium Shopper,Supermarkets ,Manager,835018.49,290,2879.37,508.64,4993.48
Clothing,Nike,Premium Shopper,Supermarkets ,Sales Associate,852091.07,294,2898.27,549.88,4983.25
Clothing,Nike,Premium Shopper,Supermarkets ,Salesperson,749363.29,270,2775.42,506.18,4997.44
Clothing,Nike,Premium Shopper,Supermarkets ,Senior Salesperson,737172.20,260,2835.28,503.54,4984.19
Clothing,Puma,Budget Shopper,Large Malls / Complexes,Manager,707638.03,258,2742.78,513.95,4993.20
Clothing,Puma,Budget Shopper,Large Malls / Complexes,Sales Associate,711002.16,267,2662.93,522.75,4969.15
Clothing,Puma,Budget Shopper,Large Malls / Complexes,Salesperson,817520.38,275,2972.80,502.32,4986.57
Clothing,Puma,Budget Shopper,Large Malls / Complexes,Senior Salesperson,605556.01,226,2679.45,521.85,4972.30
Clothing,Puma,Budget Shopper,Small Stores / Shops,Manager,780794.51,278,2808.61,504.90,4984.66
Clothing,Puma,Budget Shopper,Small Stores / Shops,Sales Associate,829953.72,302,2748.19,515.93,4997.38
Clothing,Puma,Budget Shopper,Small Stores / Shops,Salesperson,813690.09,293,2777.10,538.53,4996.58
Clothing,Puma,Budget Shopper,Small Stores / Shops,Senior Salesperson,739579.61,273,2709.08,541.81,4998.97
Clothing,Puma,Budget Shopper,Supermarkets ,Manager,723884.58,260,2784.17,508.47,4985.43
Clothing,Puma,Budget Shopper,Supermarkets ,Sales Associate,807224.15,289,2793.16,514.18,4999.85
Clothing,Puma,Budget Shopper,Supermarkets ,Salesperson,784719.36,286,2743.77,531.93,4999.17
Clothing,Puma,Budget Shopper,Supermarkets ,Senior Salesperson,658294.64,244,2697.93,534.01,4938.97
Clothing,Puma,Churn Risk,Large Malls / Complexes,Manager,710040.92,268,2649.41,503.81,4998.56
Clothing,Puma,Churn Risk,Large Malls / Complexes,Sales Associate,766438.87,271,2828.19,526.90,4995.99
Clothing,Puma,Churn Risk,Large Malls / Complexes,Salesperson,638316.61,240,2659.65,519.01,4929.12
Clothing,Puma,Churn Risk,Large Malls / Complexes,Senior Salesperson,596799.43,222,2688.29,513.39,4984.06
Clothing,Puma,Churn Risk,Small Stores / Shops,Manager,773791.70,280,2763.54,509.16,4995.97
Clothing,Puma,Churn Risk,Small Stores / Shops,Sales Associate,756657.83,288,2627.28,500.57,4935.60
Clothing,Puma,Churn Risk,Small Stores / Shops,Salesperson,793582.71,296,2681.02,525.60,4974.02
Clothing,Puma,Churn Risk,Small Stores / Shops,Senior Salesperson,764949.79,266,2875.75,612.04,4997.16
Clothing,Puma,Churn Risk,Supermarkets ,Manager,706703.64,268,2636.95,505.35,4970.59
Clothing,Puma,Churn Risk,Supermarkets ,Sales Associate,780096.92,290,2689.99,503.04,4994.80
Clothing,Puma,Churn Risk,Supermarkets ,Salesperson,745127.54,280,2661.17,506.85,4990.32
Clothing,Puma,Churn Risk,Supermarkets ,Senior Salesperson,745509.43,262,2845.46,517.45,4989.54
Clothing,Puma,Deal Seeker,Large Malls / Complexes,Manager,785132.29,280,2804.04,608.72,4998.00
Clothing,Puma,Deal Seeker,Large Malls / Complexes,Sales Associate,751644.60,276,2723.35,527.15,4955.45
Clothing,Puma,Deal Seeker,Large Malls / Complexes,Salesperson,760639.14,283,2687.77,506.16,4969.41
Clothing,Puma,Deal Seeker,Large Malls / Complexes,Senior Salesperson,756612.37,263,2876.85,524.18,4992.22
Clothing,Puma,Deal Seeker,Small Stores / Shops,Manager,813286.01,288,2823.91,535.10,4985.25
Clothing,Puma,Deal Seeker,Small Stores / Shops,Sales Associate,811315.73,292,2778.48,504.07,4978.78
Clothing,Puma,Deal Seeker,Small Stores / Shops,Salesperson,806728.12,300,2689.09,517.86,4969.22
Clothing,Puma,Deal Seeker,Small Stores / Shops,Senior Salesperson,801430.62,294,2725.95,528.18,4996.19
Clothing,Puma,Deal Seeker,Supermarkets ,Manager,824681.20,287,2873.45,500.97,4977.73
Clothing,Puma,Deal Seeker,Supermarkets ,Sales Associate,779509.05,286,2725.56,538.43,4923.71
Clothing,Puma,Deal Seeker,Supermarkets ,Salesperson,911376.08,323,2821.60,525.23,4997.64
Clothing,Puma,Deal Seeker,Supermarkets ,Senior Salesperson,613532.02,231,2655.98,500.07,4999.01
Clothing,Puma,First-time Buyer,Large Malls / Complexes,Manager,661582.92,254,2604.66,514.57,4981.36
Clothing,Puma,First-time Buyer,Large Malls / Complexes,Sales Associate,807394.77,275,2935.98,531.33,4999.23
Clothing,Puma,First-time Buyer,Large Malls / Complexes,Salesperson,622333.01,243,2561.04,536.42,4998.11
Clothing,Puma,First-time Buyer,Large Malls / Complexes,Senior Salesperson,625510.62,224,2792.46,522.75,4988.86
Clothing,Puma,First-time Buyer,Small Stores / Shops,Manager,668090.52,243,2749.34,503.57,4999.40
Clothing,Puma,First-time Buyer,Small Stores / Shops,Sales Associate,820028.13,291,2817.97,549.31,4993.42
Clothing,Puma,First-time Buyer,Small Stores / Shops,Salesperson,807825.31,293,2757.08,505.09,4959.02
Clothing,Puma,First-time Buyer,Small Stores / Shops,Senior Salesperson,805142.55,276,2917.18,511.21,4975.54
Clothing,Puma,First-time Buyer,Supermarkets ,Manager,714388.23,265,2695.80,522.28,4991.01
Clothing,Puma,First-time Buyer,Supermarkets ,Sales Associate,852829.17,327,2608.04,502.20,4984.29
Clothing,Puma,First-time Buyer,Supermarkets ,Salesperson,843464.24,303,2783.71,504.68,4985.10
Clothing,Puma,First-time Buyer,Supermarkets ,Senior Salesperson,680870.14,241,2825.19,506.01,4999.98
Clothing,Puma,High Value,Large Malls / Complexes,Manager,805397.41,289,2786.84,504.64,4979.41
Clothing,Puma,High Value,Large Malls / Complexes,Sales Associate,841450.34,305,2758.85,507.03,4997.99
Clothing,Puma,High Value,Large Malls / Complexes,Salesperson,689003.70,252,2734.14,514.04,4969.79
Clothing,Puma,High Value,Large Malls / Complexes,Senior Salesperson,599049.53,232,2582.11,504.71,4983.63
Clothing,Puma,High Value,Small Stores / Shops,Manager,783488.07,280,2798.17,521.45,4992.59
Clothing,Puma,High Value,Small Stores / Shops,Sales Associate,774572.28,281,2756.48,503.43,4975.22
Clothing,Puma,High Value,Small Stores / Shops,Salesperson,805224.60,292,2757.62,521.21,4998.14
Clothing,Puma,High Value,Small Stores / Shops,Senior Salesperson,679480.53,245,2773.39,503.46,4937.32
Clothing,Puma,High Value,Supermarkets ,Manager,779409.37,301,2589.40,500.82,4972.78
Clothing,Puma,High Value,Supermarkets ,Sales Associate,751234.69,277,2712.04,509.87,4953.66
Clothing,Puma,High Value,Supermarkets ,Salesperson,807049.63,300,2690.17,506.40,4984.98
Clothing,Puma,High Value,Supermarkets ,Senior Salesperson,676366.16,241,2806.50,500.45,4975.17
Clothing,Puma,In-Store Regular,Large Malls / Complexes,Manager,689917.30,248,2781.92,516.08,4954.68
Clothing,Puma,In-Store Regular,Large Malls / Complexes,Sales Associate,765734.31,278,2754.44,501.78,4982.29
Clothing,Puma,In-Store Regular,Large Malls / Complexes,Salesperson,737687.91,265,2783.73,502.29,4998.12
Clothing,Puma,In-Store Regular,Large Malls / Complexes,Senior Salesperson,617956.52,217,2847.73,505.07,4995.16
Clothing,Puma,In-Store Regular,Small Stores / Shops,Manager,697064.35,267,2610.73,511.59,4995.61
Clothing,Puma,In-Store Regular,Small Stores / Shops,Sales Associate,821642.06,292,2813.84,507.84,4982.94
Clothing,Puma,In-Store Regular,Small Stores / Shops,Salesperson,754634.94,284,2657.17,524.30,4983.33
Clothing,Puma,In-Store Regular,Small Stores / Shops,Senior Salesperson,744562.54,268,2778.22,500.74,4993.73
Clothing,Puma,In-Store Regular,Supermarkets ,Manager,734352.03,263,2792.21,547.55,4998.51
Clothing,Puma,In-Store Regular,Supermarkets ,Sales Associate,847864.68,318,2666.24,517.58,4985.05
Clothing,Puma,In-Store Regular,Supermarkets ,Salesperson,819405.95,282,2905.69,501.80,4991.71
Clothing,Puma,In-Store Regular,Supermarkets ,Senior Salesperson,814862.57,288,2829.38,560.44,4998.89
Clothing,Puma,Loyal Customer,Large Malls / Complexes,Manager,668077.15,243,2749.29,511.56,4983.43
Clothing,Puma,Loyal Customer,Large Malls / Complexes,Sales Associate,730944.09,281,2601.22,500.18,4990.06
Clothing,Puma,Loyal Customer,Large Malls / Complexes,Salesperson,736603.88,262,2811.47,515.18,4996.71
Clothing,Puma,Loyal Customer,Large Malls / Complexes,Senior Salesperson,664390.88,247,2689.84,513.18,4950.32
Clothing,Puma,Loyal Customer,Small Stores / Shops,Manager,780688.20,290,2692.03,516.12,4995.93
Clothing,Puma,Loyal Customer,Small Stores / Shops,Sales Associate,774326.86,291,2660.92,525.55,4987.12
Clothing,Puma,Loyal Customer,Small Stores / Shops,Salesperson,760283.06,286,2658.33,539.58,4939.82
Clothing,Puma,Loyal Customer,Small Stores / Shops,Senior Salesperson,752804.86,269,2798.53,545.98,4999.68
Clothing,Puma,Loyal Customer,Supermarkets ,Manager,822849.88,295,2789.32,507.32,4997.42
Clothing,Puma,Loyal Customer,Supermarkets ,Sales Associate,896469.94,326,2749.91,507.07,4995.44
Clothing,Puma,Loyal Customer,Supermarkets ,Salesperson,801862.19,299,2681.81,502.12,4944.73
Clothing,Puma,Loyal Customer,Supermarkets ,Senior Salesperson,698586.30,254,2750.34,513.56,4972.81
Clothing,Puma,Occasional Shopper,Large Malls / Complexes,Manager,683057.64,248,2754.26,536.24,4964.13
Clothing,Puma,Occasional Shopper,Large Malls / Complexes,Sales Associate,770993.65,286,2695.78,505.58,4982.25
Clothing,Puma,Occasional Shopper,Large Malls / Complexes,Salesperson,824002.04,293,2812.29,510.86,4984.77
Clothing,Puma,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,639104.98,242,2640.93,568.11,4997.93
