category,brand,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Levi's,Sales Associate,Summer Sizzle Promo,512917.39,186,2757.62,536.43,4995.49
Clothing,Levi's,Sales Associate,Super Savings Week,511821.34,176,2908.08,547.48,4973.31
Clothing,Levi's,Sales Associate,Ultimate Value Event,544778.16,188,2897.76,515.27,4987.96
Clothing,Levi's,Sales Associate,VIP Access Sale,511724.36,188,2721.94,507.92,4937.68
Clothing,Levi's,Sales Associate,Weekend Warrior Specials,421399.71,163,2585.27,503.41,4934.98
Clothing,Levi's,Sales Associate,Winter Clearance Carnival,428369.19,164,2612.01,508.47,4959.11
Clothing,Levi's,Sales Associate,Winter Wonders Sale,488863.96,178,2746.43,508.14,4973.38
Clothing,Levi's,Salesperson,12 Days of Deals,402024.91,148,2716.38,644.44,4993.99
Clothing,Levi's,Salesperson,Autumn Deals Drive,449430.64,164,2740.43,550.55,4945.53
Clothing,Levi's,Salesperson,BOGO Blitz,491338.09,178,2760.33,541.91,4996.75
Clothing,Levi's,Salesperson,Back to School Boost,483628.55,186,2600.15,502.44,4970.09
Clothing,Levi's,Salesperson,Birthday Bash Sale,439733.96,155,2836.99,503.70,4980.76
Clothing,Levi's,Salesperson,Black Friday Blowout,531840.08,181,2938.34,536.29,4949.64
Clothing,Levi's,Salesperson,Cart Crasher Campaign,464265.00,165,2813.73,519.54,4956.82
Clothing,Levi's,Salesperson,Cashback Carnival,530337.05,190,2791.25,516.03,4992.74
Clothing,Levi's,Salesperson,Clearance Countdown,443592.20,168,2640.43,504.91,4983.18
Clothing,Levi's,Salesperson,Countdown to Savings,453746.88,164,2766.75,542.57,4990.95
Clothing,Levi's,Salesperson,Customer Appreciation Week,448654.16,157,2857.67,510.73,4960.84
Clothing,Levi's,Salesperson,Cyber Monday Mania,526503.15,198,2659.11,513.42,4911.34
Clothing,Levi's,Salesperson,Deal of the Month,466751.38,169,2761.84,503.19,4958.53
Clothing,Levi's,Salesperson,Double Points Bonanza,463215.49,152,3047.47,530.89,4992.87
Clothing,Levi's,Salesperson,Early Bird Specials,427658.48,162,2639.87,531.45,4954.86
Clothing,Levi's,Salesperson,End of Season Sale,527505.27,187,2820.88,506.45,4984.90
Clothing,Levi's,Salesperson,Exclusive Insider Offers,474556.76,182,2607.45,518.66,4969.05
Clothing,Levi's,Salesperson,Festive Fever Promo,454044.14,169,2686.65,521.21,4953.62
Clothing,Levi's,Salesperson,Final Call Frenzy,516659.97,189,2733.65,514.60,4994.06
Clothing,Levi's,Salesperson,Flash Frenzy Friday,510492.66,183,2789.58,541.25,4948.58
Clothing,Levi's,Salesperson,"Gift More, Spend Less",462549.19,171,2704.97,501.94,4953.87
Clothing,Levi's,Salesperson,Golden Hour Bargains,497145.52,175,2840.83,550.65,4998.56
Clothing,Levi's,Salesperson,Green Weekend Deals,460360.75,178,2586.30,527.72,4996.15
Clothing,Levi's,Salesperson,Happy Hour Discounts,461809.73,173,2669.42,518.75,4954.45
Clothing,Levi's,Salesperson,Holiday Shopping Rush,479496.27,171,2804.07,524.13,4992.48
Clothing,Levi's,Salesperson,Hot Picks Promo,480801.50,176,2731.83,549.86,4985.08
Clothing,Levi's,Salesperson,Instant Gratification Sale,430890.60,152,2834.81,516.12,4992.16
Clothing,Levi's,Salesperson,Limited Time Treasures,472280.92,185,2552.87,504.55,4974.73
Clothing,Levi's,Salesperson,Loyalty Rewards Blast,485450.86,167,2906.89,528.22,4955.15
Clothing,Levi's,Salesperson,Mega Weekend Bonanza,526538.12,186,2830.85,510.92,4997.25
Clothing,Levi's,Salesperson,Mid-Year Madness,454191.85,170,2671.72,506.96,4955.47
Clothing,Levi's,Salesperson,Midnight Madness,467724.83,163,2869.48,528.90,4972.96
Clothing,Levi's,Salesperson,Mystery Discount Days,446220.98,174,2564.49,502.13,4975.30
Clothing,Levi's,Salesperson,New Arrival Showcase,452190.46,161,2808.64,535.88,4991.01
Clothing,Levi's,Salesperson,New Product Launch Promo,480525.36,176,2730.26,519.61,4964.21
Clothing,Levi's,Salesperson,New Year Kickoff,505809.16,183,2763.98,534.39,4991.55
Clothing,Levi's,Salesperson,Price Drop Parade,461543.01,171,2699.08,522.48,4959.54
Clothing,Levi's,Salesperson,Red Tag Clearance,477777.75,173,2761.72,501.79,4991.99
Clothing,Levi's,Salesperson,Seasonal Surprise Box,484442.33,175,2768.24,505.81,4936.99
Clothing,Levi's,Salesperson,Shop & Save Spectacular,513478.10,181,2836.90,534.84,4988.37
Clothing,Levi's,Salesperson,Smart Shopper Week,516020.85,176,2931.94,615.62,4968.20
Clothing,Levi's,Salesperson,Spring Refresh Event,489578.69,175,2797.59,517.43,4982.21
Clothing,Levi's,Salesperson,Spring Splash Discounts,542529.86,184,2948.53,513.20,4998.97
Clothing,Levi's,Salesperson,Summer Sizzle Promo,467744.69,168,2784.19,508.47,4976.42
Clothing,Levi's,Salesperson,Super Savings Week,518710.79,178,2914.11,502.63,4987.82
Clothing,Levi's,Salesperson,Ultimate Value Event,429470.58,161,2667.52,506.42,4927.86
Clothing,Levi's,Salesperson,VIP Access Sale,514494.08,181,2842.51,522.84,4999.97
Clothing,Levi's,Salesperson,Weekend Warrior Specials,493317.12,183,2695.72,517.69,4935.93
Clothing,Levi's,Salesperson,Winter Clearance Carnival,423887.62,154,2752.52,505.16,4988.01
Clothing,Levi's,Salesperson,Winter Wonders Sale,555999.72,208,2673.08,581.57,4917.20
Clothing,Levi's,Senior Salesperson,12 Days of Deals,466330.73,166,2809.22,514.01,4994.45
Clothing,Levi's,Senior Salesperson,Autumn Deals Drive,451537.04,159,2839.86,521.51,4989.27
Clothing,Levi's,Senior Salesperson,BOGO Blitz,397385.48,146,2721.82,503.91,4989.26
Clothing,Levi's,Senior Salesperson,Back to School Boost,368346.87,138,2669.18,599.32,4991.50
Clothing,Levi's,Senior Salesperson,Birthday Bash Sale,446359.91,166,2688.92,548.18,4997.36
Clothing,Levi's,Senior Salesperson,Black Friday Blowout,398636.43,154,2588.55,550.36,4996.66
Clothing,Levi's,Senior Salesperson,Cart Crasher Campaign,437562.26,155,2822.98,508.66,4953.00
Clothing,Levi's,Senior Salesperson,Cashback Carnival,403561.51,142,2841.98,543.70,4973.33
Clothing,Levi's,Senior Salesperson,Clearance Countdown,363216.00,131,2772.64,567.00,4988.20
Clothing,Levi's,Senior Salesperson,Countdown to Savings,459562.64,173,2656.43,519.80,4985.56
Clothing,Levi's,Senior Salesperson,Customer Appreciation Week,477677.91,171,2793.44,519.21,4983.91
Clothing,Levi's,Senior Salesperson,Cyber Monday Mania,419449.92,142,2953.87,502.02,4992.60
Clothing,Levi's,Senior Salesperson,Deal of the Month,427468.65,152,2812.29,507.38,4944.09
Clothing,Levi's,Senior Salesperson,Double Points Bonanza,351385.72,129,2723.92,511.19,4982.33
Clothing,Levi's,Senior Salesperson,Early Bird Specials,422130.17,160,2638.31,509.91,4970.12
Clothing,Levi's,Senior Salesperson,End of Season Sale,408983.74,148,2763.40,535.07,4856.53
Clothing,Levi's,Senior Salesperson,Exclusive Insider Offers,412043.35,149,2765.39,555.37,4981.16
Clothing,Levi's,Senior Salesperson,Festive Fever Promo,498837.73,175,2850.50,561.47,4981.97
Clothing,Levi's,Senior Salesperson,Final Call Frenzy,398144.11,146,2727.01,513.55,4968.41
Clothing,Levi's,Senior Salesperson,Flash Frenzy Friday,470559.30,165,2851.87,583.02,4979.22
Clothing,Levi's,Senior Salesperson,"Gift More, Spend Less",424345.98,158,2685.73,527.69,4961.55
Clothing,Levi's,Senior Salesperson,Golden Hour Bargains,431051.60,147,2932.32,517.13,4993.74
Clothing,Levi's,Senior Salesperson,Green Weekend Deals,434622.76,148,2936.64,574.09,4980.28
Clothing,Levi's,Senior Salesperson,Happy Hour Discounts,374550.71,138,2714.14,507.81,4994.57
Clothing,Levi's,Senior Salesperson,Holiday Shopping Rush,476922.68,170,2805.43,507.23,4963.15
Clothing,Levi's,Senior Salesperson,Hot Picks Promo,426158.00,160,2663.49,533.30,4999.60
Clothing,Levi's,Senior Salesperson,Instant Gratification Sale,455488.89,154,2957.72,525.25,4985.74
Clothing,Levi's,Senior Salesperson,Limited Time Treasures,428793.90,155,2766.41,509.30,4958.77
Clothing,Levi's,Senior Salesperson,Loyalty Rewards Blast,467827.56,165,2835.32,534.03,4996.42
Clothing,Levi's,Senior Salesperson,Mega Weekend Bonanza,409884.02,149,2750.90,596.69,4894.73
Clothing,Levi's,Senior Salesperson,Mid-Year Madness,426787.47,160,2667.42,517.27,4965.92
Clothing,Levi's,Senior Salesperson,Midnight Madness,406539.09,152,2674.60,511.51,4956.09
Clothing,Levi's,Senior Salesperson,Mystery Discount Days,444571.76,153,2905.70,559.60,4971.47
Clothing,Levi's,Senior Salesperson,New Arrival Showcase,432596.62,153,2827.43,512.99,4989.84
Clothing,Levi's,Senior Salesperson,New Product Launch Promo,412851.46,139,2970.15,513.88,4977.94
Clothing,Levi's,Senior Salesperson,New Year Kickoff,452244.66,160,2826.53,518.02,4954.51
Clothing,Levi's,Senior Salesperson,Price Drop Parade,453971.24,167,2718.39,506.33,4993.76
Clothing,Levi's,Senior Salesperson,Red Tag Clearance,393789.37,145,2715.79,518.03,4996.92
Clothing,Levi's,Senior Salesperson,Seasonal Surprise Box,414790.89,153,2711.05,507.72,4975.63
Clothing,Levi's,Senior Salesperson,Shop & Save Spectacular,479004.58,169,2834.35,502.23,4989.80
Clothing,Levi's,Senior Salesperson,Smart Shopper Week,372228.43,131,2841.44,504.15,4988.46
Clothing,Levi's,Senior Salesperson,Spring Refresh Event,364388.43,140,2602.77,526.82,4988.69
Clothing,Levi's,Senior Salesperson,Spring Splash Discounts,420484.38,152,2766.34,604.35,4975.22
Clothing,Levi's,Senior Salesperson,Summer Sizzle Promo,401002.52,151,2655.65,515.95,4992.67
Clothing,Levi's,Senior Salesperson,Super Savings Week,396873.03,144,2756.06,523.96,4912.49
Clothing,Levi's,Senior Salesperson,Ultimate Value Event,445816.97,164,2718.40,567.10,4944.67
Clothing,Levi's,Senior Salesperson,VIP Access Sale,386204.95,145,2663.48,507.99,4974.45
Clothing,Levi's,Senior Salesperson,Weekend Warrior Specials,337203.18,130,2593.87,552.71,4924.49
Clothing,Levi's,Senior Salesperson,Winter Clearance Carnival,413725.71,161,2569.72,521.68,4979.50
Clothing,Levi's,Senior Salesperson,Winter Wonders Sale,413940.53,153,2705.49,535.31,4976.93
Clothing,Nike,Manager,12 Days of Deals,523063.37,189,2767.53,511.89,4996.81
Clothing,Nike,Manager,Autumn Deals Drive,536125.39,195,2749.36,501.91,4999.75
Clothing,Nike,Manager,BOGO Blitz,508822.88,174,2924.27,511.49,4997.89
Clothing,Nike,Manager,Back to School Boost,511027.91,181,2823.36,553.94,4974.99
Clothing,Nike,Manager,Birthday Bash Sale,456392.39,166,2749.35,510.00,4972.14
Clothing,Nike,Manager,Black Friday Blowout,427294.23,160,2670.59,531.54,4982.21
Clothing,Nike,Manager,Cart Crasher Campaign,445785.49,169,2637.78,508.37,4977.13
Clothing,Nike,Manager,Cashback Carnival,410785.97,151,2720.44,547.02,4963.10
Clothing,Nike,Manager,Clearance Countdown,495849.00,179,2770.11,508.53,4993.71
Clothing,Nike,Manager,Countdown to Savings,493308.49,171,2884.84,501.71,4979.44
Clothing,Nike,Manager,Customer Appreciation Week,457023.69,158,2892.56,504.64,4984.08
Clothing,Nike,Manager,Cyber Monday Mania,457950.44,178,2572.76,502.07,4994.22
Clothing,Nike,Manager,Deal of the Month,449442.79,168,2675.25,645.67,4950.04
Clothing,Nike,Manager,Double Points Bonanza,462829.10,165,2805.02,537.04,4979.52
Clothing,Nike,Manager,Early Bird Specials,450815.04,169,2667.54,501.20,4961.11
Clothing,Nike,Manager,End of Season Sale,430948.50,162,2660.18,512.03,4969.37
Clothing,Nike,Manager,Exclusive Insider Offers,473745.83,180,2631.92,513.28,4992.82
Clothing,Nike,Manager,Festive Fever Promo,446202.34,162,2754.34,501.90,4940.74
Clothing,Nike,Manager,Final Call Frenzy,413090.31,152,2717.70,544.57,4962.99
Clothing,Nike,Manager,Flash Frenzy Friday,492645.26,180,2736.92,509.25,4972.48
Clothing,Nike,Manager,"Gift More, Spend Less",400817.26,142,2822.66,505.29,4985.65
Clothing,Nike,Manager,Golden Hour Bargains,453033.19,152,2980.48,533.65,4997.10
Clothing,Nike,Manager,Green Weekend Deals,469171.95,163,2878.36,516.26,4946.86
Clothing,Nike,Manager,Happy Hour Discounts,552678.08,192,2878.53,591.28,4962.42
Clothing,Nike,Manager,Holiday Shopping Rush,415147.21,154,2695.76,501.97,4996.20
Clothing,Nike,Manager,Hot Picks Promo,453598.34,171,2652.62,512.09,4969.03
Clothing,Nike,Manager,Instant Gratification Sale,362226.25,134,2703.18,534.07,4996.19
Clothing,Nike,Manager,Limited Time Treasures,525125.38,187,2808.16,583.69,4968.45
Clothing,Nike,Manager,Loyalty Rewards Blast,397076.68,153,2595.27,521.58,4998.22
Clothing,Nike,Manager,Mega Weekend Bonanza,522213.03,183,2853.62,504.47,4996.67
Clothing,Nike,Manager,Mid-Year Madness,484664.31,173,2801.53,500.89,4953.68
Clothing,Nike,Manager,Midnight Madness,468752.75,172,2725.31,501.63,4973.36
Clothing,Nike,Manager,Mystery Discount Days,370975.68,145,2558.45,506.69,4993.54
Clothing,Nike,Manager,New Arrival Showcase,467707.07,176,2657.43,543.82,4978.87
Clothing,Nike,Manager,New Product Launch Promo,489151.81,165,2964.56,507.38,4988.99
Clothing,Nike,Manager,New Year Kickoff,407624.84,147,2772.96,522.74,4987.30
Clothing,Nike,Manager,Price Drop Parade,388091.23,150,2587.27,505.80,4922.71
Clothing,Nike,Manager,Red Tag Clearance,416480.07,158,2635.95,509.39,4966.80
Clothing,Nike,Manager,Seasonal Surprise Box,524457.23,192,2731.55,506.76,4973.98
Clothing,Nike,Manager,Shop & Save Spectacular,500010.79,170,2941.24,511.51,4920.88
Clothing,Nike,Manager,Smart Shopper Week,430183.45,155,2775.38,511.44,4989.29
Clothing,Nike,Manager,Spring Refresh Event,422138.23,150,2814.25,500.55,4932.52
Clothing,Nike,Manager,Spring Splash Discounts,428796.45,164,2614.61,508.64,4987.96
Clothing,Nike,Manager,Summer Sizzle Promo,429724.61,151,2845.86,551.36,4918.75
Clothing,Nike,Manager,Super Savings Week,446611.45,154,2900.07,523.61,4993.53
Clothing,Nike,Manager,Ultimate Value Event,451182.62,158,2855.59,566.44,4999.12
Clothing,Nike,Manager,VIP Access Sale,416303.84,149,2793.99,513.77,4978.52
Clothing,Nike,Manager,Weekend Warrior Specials,434265.01,164,2647.96,584.01,4992.45
Clothing,Nike,Manager,Winter Clearance Carnival,501469.09,173,2898.67,642.88,4981.70
Clothing,Nike,Manager,Winter Wonders Sale,558200.80,193,2892.23,583.58,4991.55
Clothing,Nike,Sales Associate,12 Days of Deals,501024.41,178,2814.74,549.07,4996.51
Clothing,Nike,Sales Associate,Autumn Deals Drive,531207.79,193,2752.37,500.77,4991.50
Clothing,Nike,Sales Associate,BOGO Blitz,515305.77,176,2927.87,570.00,4969.91
Clothing,Nike,Sales Associate,Back to School Boost,464270.08,156,2976.09,593.97,4987.30
Clothing,Nike,Sales Associate,Birthday Bash Sale,526284.32,176,2990.25,501.20,4945.14
Clothing,Nike,Sales Associate,Black Friday Blowout,433531.22,165,2627.46,512.94,4992.25
Clothing,Nike,Sales Associate,Cart Crasher Campaign,462650.96,174,2658.91,534.29,4964.42
Clothing,Nike,Sales Associate,Cashback Carnival,462539.29,174,2658.27,500.72,4953.58
Clothing,Nike,Sales Associate,Clearance Countdown,532729.02,195,2731.94,536.28,4974.38
Clothing,Nike,Sales Associate,Countdown to Savings,473550.04,172,2753.20,509.72,4994.19
Clothing,Nike,Sales Associate,Customer Appreciation Week,532764.28,183,2911.28,534.61,4996.89
Clothing,Nike,Sales Associate,Cyber Monday Mania,536062.70,185,2897.64,509.47,4955.77
Clothing,Nike,Sales Associate,Deal of the Month,441235.41,165,2674.15,528.23,4991.80
Clothing,Nike,Sales Associate,Double Points Bonanza,469025.86,177,2649.86,536.71,4947.72
Clothing,Nike,Sales Associate,Early Bird Specials,475420.19,171,2780.24,524.64,4957.86
Clothing,Nike,Sales Associate,End of Season Sale,492277.93,183,2690.04,551.38,4928.72
Clothing,Nike,Sales Associate,Exclusive Insider Offers,517705.36,182,2844.53,507.69,4991.51
Clothing,Nike,Sales Associate,Festive Fever Promo,559686.83,192,2915.04,564.97,4988.75
Clothing,Nike,Sales Associate,Final Call Frenzy,544380.67,192,2835.32,522.30,4996.06
Clothing,Nike,Sales Associate,Flash Frenzy Friday,506086.68,177,2859.25,536.75,4992.34
Clothing,Nike,Sales Associate,"Gift More, Spend Less",453489.55,169,2683.37,547.04,4986.56
Clothing,Nike,Sales Associate,Golden Hour Bargains,492367.06,183,2690.53,506.59,4953.16
Clothing,Nike,Sales Associate,Green Weekend Deals,502794.29,185,2717.81,554.09,4983.14
Clothing,Nike,Sales Associate,Happy Hour Discounts,464420.70,165,2814.67,595.00,4983.25
Clothing,Nike,Sales Associate,Holiday Shopping Rush,496410.32,172,2886.11,540.23,4942.69
Clothing,Nike,Sales Associate,Hot Picks Promo,427206.27,160,2670.04,545.34,4978.45
Clothing,Nike,Sales Associate,Instant Gratification Sale,420311.38,153,2747.13,555.95,4990.16
Clothing,Nike,Sales Associate,Limited Time Treasures,557325.58,199,2800.63,525.80,4967.37
Clothing,Nike,Sales Associate,Loyalty Rewards Blast,576734.88,207,2786.16,515.85,4985.45
Clothing,Nike,Sales Associate,Mega Weekend Bonanza,490290.52,169,2901.13,577.68,4979.09
Clothing,Nike,Sales Associate,Mid-Year Madness,515786.26,190,2714.66,517.92,4994.34
Clothing,Nike,Sales Associate,Midnight Madness,508928.08,171,2976.19,513.39,4969.17
Clothing,Nike,Sales Associate,Mystery Discount Days,507035.41,182,2785.91,525.17,4992.01
Clothing,Nike,Sales Associate,New Arrival Showcase,519562.41,179,2902.58,594.82,4934.73
Clothing,Nike,Sales Associate,New Product Launch Promo,431285.13,157,2747.04,522.14,4997.47
Clothing,Nike,Sales Associate,New Year Kickoff,444582.17,164,2710.87,519.86,4984.36
Clothing,Nike,Sales Associate,Price Drop Parade,459970.98,166,2770.91,521.09,4965.85
Clothing,Nike,Sales Associate,Red Tag Clearance,485802.98,177,2744.65,502.58,4998.76
Clothing,Nike,Sales Associate,Seasonal Surprise Box,505813.33,179,2825.77,530.54,4962.93
Clothing,Nike,Sales Associate,Shop & Save Spectacular,498301.28,188,2650.54,500.14,4999.95
Clothing,Nike,Sales Associate,Smart Shopper Week,486511.82,171,2845.10,511.95,4953.73
Clothing,Nike,Sales Associate,Spring Refresh Event,497836.85,184,2705.64,560.67,4995.83
Clothing,Nike,Sales Associate,Spring Splash Discounts,490610.78,179,2740.84,507.73,4892.15
Clothing,Nike,Sales Associate,Summer Sizzle Promo,442148.70,180,2456.38,502.32,4984.79
Clothing,Nike,Sales Associate,Super Savings Week,518552.36,186,2787.92,518.08,4969.70
Clothing,Nike,Sales Associate,Ultimate Value Event,525023.65,196,2678.69,526.43,4970.00
Clothing,Nike,Sales Associate,VIP Access Sale,504674.97,182,2772.94,586.45,4990.46
Clothing,Nike,Sales Associate,Weekend Warrior Specials,453966.75,174,2609.00,508.00,4984.97
Clothing,Nike,Sales Associate,Winter Clearance Carnival,504099.39,191,2639.26,501.25,4913.52
Clothing,Nike,Sales Associate,Winter Wonders Sale,474354.94,177,2679.97,502.80,4954.23
Clothing,Nike,Salesperson,12 Days of Deals,452692.17,164,2760.32,513.34,4983.60
Clothing,Nike,Salesperson,Autumn Deals Drive,538711.27,189,2850.32,532.21,4996.26
Clothing,Nike,Salesperson,BOGO Blitz,502998.11,186,2704.29,523.22,4998.67
Clothing,Nike,Salesperson,Back to School Boost,506135.08,184,2750.73,522.55,4988.01
Clothing,Nike,Salesperson,Birthday Bash Sale,435707.79,163,2673.05,501.83,4997.78
Clothing,Nike,Salesperson,Black Friday Blowout,430731.20,150,2871.54,516.57,4992.36
Clothing,Nike,Salesperson,Cart Crasher Campaign,549660.25,195,2818.77,505.97,4964.82
Clothing,Nike,Salesperson,Cashback Carnival,496958.98,173,2872.60,523.11,4995.11
Clothing,Nike,Salesperson,Clearance Countdown,467244.52,162,2884.23,549.55,4994.91
Clothing,Nike,Salesperson,Countdown to Savings,519777.48,193,2693.15,520.50,4998.86
Clothing,Nike,Salesperson,Customer Appreciation Week,490175.83,183,2678.56,525.19,4971.29
Clothing,Nike,Salesperson,Cyber Monday Mania,485067.19,187,2593.94,506.75,4976.30
Clothing,Nike,Salesperson,Deal of the Month,447139.89,163,2743.19,527.00,4955.60
Clothing,Nike,Salesperson,Double Points Bonanza,513067.08,195,2631.11,513.51,4987.50
Clothing,Nike,Salesperson,Early Bird Specials,535434.21,183,2925.87,545.61,4999.19
Clothing,Nike,Salesperson,End of Season Sale,452753.26,177,2557.93,508.79,4962.55
Clothing,Nike,Salesperson,Exclusive Insider Offers,432136.83,160,2700.86,527.02,4989.69
Clothing,Nike,Salesperson,Festive Fever Promo,489836.76,181,2706.28,533.34,4995.75
Clothing,Nike,Salesperson,Final Call Frenzy,510972.96,180,2838.74,501.48,4970.88
Clothing,Nike,Salesperson,Flash Frenzy Friday,476278.33,169,2818.21,525.64,4998.23
