category,brand,customer_segment,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Reebok,In-Store Regular,Salesperson,2402152.98,852,2819.43,502.76,4996.77
Sports & Outdoors,Reebok,In-Store Regular,Senior Salesperson,2194483.26,773,2838.92,502.90,4999.53
Sports & Outdoors,Reebok,Loyal Customer,Manager,2160319.84,807,2676.98,500.50,4999.34
Sports & Outdoors,Reebok,Loyal Customer,Sales Associate,2563300.34,925,2771.14,504.12,4998.20
Sports & Outdoors,Reebok,Loyal Customer,Salesperson,2466145.31,882,2796.08,500.76,4997.31
Sports & Outdoors,Reebok,Loyal Customer,Senior Salesperson,2035130.93,751,2709.89,503.07,4988.90
Sports & Outdoors,Reebok,Occasional Shopper,Manager,2192729.38,832,2635.49,501.14,4998.87
Sports & Outdoors,Reebok,Occasional Shopper,Sales Associate,2402037.87,872,2754.63,505.11,4993.48
Sports & Outdoors,Reebok,Occasional Shopper,Salesperson,2404712.22,877,2741.98,501.42,4999.65
Sports & Outdoors,Reebok,Occasional Shopper,Senior Salesperson,2114884.16,771,2743.04,502.59,4995.69
Sports & Outdoors,Reebok,Online Shopper,Manager,2305535.16,837,2754.52,506.74,4998.53
Sports & Outdoors,Reebok,Online Shopper,Sales Associate,2559080.88,925,2766.57,507.03,4993.60
Sports & Outdoors,Reebok,Online Shopper,Salesperson,2487819.77,890,2795.30,501.32,4994.96
Sports & Outdoors,Reebok,Online Shopper,Senior Salesperson,2160062.30,783,2758.70,516.62,4998.98
Sports & Outdoors,Reebok,Premium Shopper,Manager,2277315.40,839,2714.32,505.83,4987.16
Sports & Outdoors,Reebok,Premium Shopper,Sales Associate,2308853.61,838,2755.20,500.78,4985.32
Sports & Outdoors,Reebok,Premium Shopper,Salesperson,2347171.80,857,2738.82,500.30,4999.55
Sports & Outdoors,Reebok,Premium Shopper,Senior Salesperson,2044483.00,725,2819.98,503.35,4998.61
