customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Occasional Shopper,Small Stores / Shops,Instant Gratification Sale,1827357.78,680,2687.29,500.41,4987.78
Occasional Shopper,Small Stores / Shops,Limited Time Treasures,1784283.79,660,2703.46,503.29,4997.90
Occasional Shopper,Small Stores / Shops,Loyalty Rewards Blast,2000431.44,701,2853.68,501.42,4989.94
Occasional Shopper,Small Stores / Shops,Mega Weekend Bonanza,1915308.08,680,2816.63,508.82,4973.58
Occasional Shopper,Small Stores / Shops,Mid-Year Madness,1825587.30,672,2716.65,507.51,4994.65
Occasional Shopper,Small Stores / Shops,Midnight Madness,1781104.13,640,2782.98,510.89,4997.58
Occasional Shopper,Small Stores / Shops,Mystery Discount Days,1730705.30,647,2674.97,508.73,4995.72
Occasional Shopper,Small Stores / Shops,New Arrival Showcase,1894462.79,696,2721.93,500.44,4997.28
Occasional Shopper,Small Stores / Shops,New Product Launch Promo,1887999.31,679,2780.56,521.39,4998.84
Occasional Shopper,Small Stores / Shops,New Year Kickoff,2048777.40,729,2810.39,503.74,4996.56
Occasional Shopper,Small Stores / Shops,Price Drop Parade,1848217.54,674,2742.16,516.53,4985.83
Occasional Shopper,Small Stores / Shops,Red Tag Clearance,1900634.75,673,2824.12,511.90,4997.50
Occasional Shopper,Small Stores / Shops,Seasonal Surprise Box,1942467.18,691,2811.10,504.08,4991.81
Occasional Shopper,Small Stores / Shops,Shop & Save Spectacular,1923465.17,672,2862.30,509.08,4986.53
Occasional Shopper,Small Stores / Shops,Smart Shopper Week,1921557.43,697,2756.90,501.31,4970.82
Occasional Shopper,Small Stores / Shops,Spring Refresh Event,1834561.52,650,2822.40,502.39,4985.50
Occasional Shopper,Small Stores / Shops,Spring Splash Discounts,1946123.45,697,2792.14,504.61,4999.44
Occasional Shopper,Small Stores / Shops,Summer Sizzle Promo,1765536.83,655,2695.48,502.59,4998.50
Occasional Shopper,Small Stores / Shops,Super Savings Week,1866447.59,668,2794.08,501.97,4998.86
Occasional Shopper,Small Stores / Shops,Ultimate Value Event,1770621.30,644,2749.41,502.13,4996.74
Occasional Shopper,Small Stores / Shops,VIP Access Sale,1789746.52,640,2796.48,502.76,4993.25
Occasional Shopper,Small Stores / Shops,Weekend Warrior Specials,1737588.71,640,2714.98,501.32,4994.16
Occasional Shopper,Small Stores / Shops,Winter Clearance Carnival,1850895.41,663,2791.70,501.06,4988.90
Occasional Shopper,Small Stores / Shops,Winter Wonders Sale,1924290.30,696,2764.78,507.39,4996.00
Occasional Shopper,Supermarkets ,12 Days of Deals,1817345.90,665,2732.85,505.19,4994.45
Occasional Shopper,Supermarkets ,Autumn Deals Drive,1953888.26,716,2728.89,500.33,4999.75
Occasional Shopper,Supermarkets ,BOGO Blitz,1754439.50,654,2682.63,508.21,4993.38
Occasional Shopper,Supermarkets ,Back to School Boost,1854073.48,691,2683.17,501.52,4981.70
Occasional Shopper,Supermarkets ,Birthday Bash Sale,1938548.61,703,2757.54,512.52,4987.98
Occasional Shopper,Supermarkets ,Black Friday Blowout,1814494.01,673,2696.13,509.40,4998.22
Occasional Shopper,Supermarkets ,Cart Crasher Campaign,2096849.12,761,2755.39,501.43,4998.18
Occasional Shopper,Supermarkets ,Cashback Carnival,2021463.51,735,2750.29,505.58,4996.35
Occasional Shopper,Supermarkets ,Clearance Countdown,1888387.42,690,2736.79,501.49,4991.97
Occasional Shopper,Supermarkets ,Countdown to Savings,1890761.08,688,2748.20,502.59,4994.14
Occasional Shopper,Supermarkets ,Customer Appreciation Week,1929946.17,696,2772.91,510.90,4997.34
Occasional Shopper,Supermarkets ,Cyber Monday Mania,1902512.63,687,2769.31,522.90,4996.97
Occasional Shopper,Supermarkets ,Deal of the Month,1923440.32,710,2709.07,502.57,4992.33
Occasional Shopper,Supermarkets ,Double Points Bonanza,1844179.26,668,2760.75,514.98,4984.27
Occasional Shopper,Supermarkets ,Early Bird Specials,1861062.07,693,2685.52,500.89,4996.45
Occasional Shopper,Supermarkets ,End of Season Sale,1906559.94,693,2751.17,501.39,4998.09
Occasional Shopper,Supermarkets ,Exclusive Insider Offers,1982304.54,718,2760.87,511.16,4996.28
Occasional Shopper,Supermarkets ,Festive Fever Promo,2004680.24,731,2742.38,503.81,4995.38
Occasional Shopper,Supermarkets ,Final Call Frenzy,1905052.52,687,2773.00,508.36,4996.83
Occasional Shopper,Supermarkets ,Flash Frenzy Friday,1909922.63,688,2776.05,504.62,4997.67
Occasional Shopper,Supermarkets ,"Gift More, Spend Less",1899981.84,700,2714.26,501.75,4996.60
Occasional Shopper,Supermarkets ,Golden Hour Bargains,2026698.84,736,2753.67,500.65,4996.32
Occasional Shopper,Supermarkets ,Green Weekend Deals,1937150.97,725,2671.93,516.25,4979.50
Occasional Shopper,Supermarkets ,Happy Hour Discounts,1818554.23,658,2763.76,501.84,4994.57
Occasional Shopper,Supermarkets ,Holiday Shopping Rush,1913138.31,715,2675.72,501.14,4996.87
Occasional Shopper,Supermarkets ,Hot Picks Promo,1723381.37,652,2643.22,510.06,4997.23
Occasional Shopper,Supermarkets ,Instant Gratification Sale,2002528.01,722,2773.58,516.63,4997.44
Occasional Shopper,Supermarkets ,Limited Time Treasures,2018130.02,743,2716.19,509.30,4996.93
Occasional Shopper,Supermarkets ,Loyalty Rewards Blast,1875597.02,679,2762.29,513.69,4989.79
Occasional Shopper,Supermarkets ,Mega Weekend Bonanza,1878315.49,686,2738.07,525.07,4997.14
Occasional Shopper,Supermarkets ,Mid-Year Madness,2013471.12,735,2739.42,503.80,4987.28
Occasional Shopper,Supermarkets ,Midnight Madness,1909177.87,691,2762.92,504.20,4994.33
Occasional Shopper,Supermarkets ,Mystery Discount Days,1848776.75,663,2788.50,542.29,4998.21
Occasional Shopper,Supermarkets ,New Arrival Showcase,1937179.50,716,2705.56,510.39,4997.96
Occasional Shopper,Supermarkets ,New Product Launch Promo,1902544.77,715,2660.90,503.65,4993.05
Occasional Shopper,Supermarkets ,New Year Kickoff,1904645.01,681,2796.84,513.60,4999.63
Occasional Shopper,Supermarkets ,Price Drop Parade,2041642.38,719,2839.56,506.80,4976.93
Occasional Shopper,Supermarkets ,Red Tag Clearance,1926390.60,657,2932.10,501.79,4993.73
Occasional Shopper,Supermarkets ,Seasonal Surprise Box,1894634.71,692,2737.91,500.56,4995.48
Occasional Shopper,Supermarkets ,Shop & Save Spectacular,1896258.82,667,2842.97,503.87,4981.91
Occasional Shopper,Supermarkets ,Smart Shopper Week,2021795.93,719,2811.96,517.94,4990.50
Occasional Shopper,Supermarkets ,Spring Refresh Event,1943572.42,710,2737.43,505.59,4991.30
Occasional Shopper,Supermarkets ,Spring Splash Discounts,1848141.78,690,2678.47,513.31,4994.95
Occasional Shopper,Supermarkets ,Summer Sizzle Promo,1858914.88,678,2741.76,505.57,4988.14
Occasional Shopper,Supermarkets ,Super Savings Week,1789995.32,660,2712.11,501.26,4974.31
Occasional Shopper,Supermarkets ,Ultimate Value Event,1775232.78,659,2693.83,503.68,4997.53
Occasional Shopper,Supermarkets ,VIP Access Sale,2085029.06,749,2783.75,500.66,4999.48
Occasional Shopper,Supermarkets ,Weekend Warrior Specials,1894229.80,708,2675.47,501.72,4997.81
Occasional Shopper,Supermarkets ,Winter Clearance Carnival,1935236.63,709,2729.53,513.44,4993.54
Occasional Shopper,Supermarkets ,Winter Wonders Sale,2016981.97,737,2736.75,507.20,4993.56
Online Shopper,Large Malls / Complexes,12 Days of Deals,1784514.27,644,2770.98,508.70,4982.52
Online Shopper,Large Malls / Complexes,Autumn Deals Drive,1868497.95,676,2764.05,508.07,4982.21
Online Shopper,Large Malls / Complexes,BOGO Blitz,1734306.00,620,2797.27,508.84,4989.22
Online Shopper,Large Malls / Complexes,Back to School Boost,1685994.00,605,2786.77,502.98,4999.06
Online Shopper,Large Malls / Complexes,Birthday Bash Sale,1675183.67,600,2791.97,523.90,4996.64
Online Shopper,Large Malls / Complexes,Black Friday Blowout,1743644.77,648,2690.81,500.23,4999.88
Online Shopper,Large Malls / Complexes,Cart Crasher Campaign,1671495.91,620,2695.96,513.54,4998.52
Online Shopper,Large Malls / Complexes,Cashback Carnival,1764551.14,630,2800.87,517.32,4999.62
Online Shopper,Large Malls / Complexes,Clearance Countdown,1781760.40,648,2749.63,502.34,4993.50
Online Shopper,Large Malls / Complexes,Countdown to Savings,1704539.82,611,2789.75,505.85,4991.93
Online Shopper,Large Malls / Complexes,Customer Appreciation Week,1749315.87,640,2733.31,502.70,4986.20
Online Shopper,Large Malls / Complexes,Cyber Monday Mania,1746599.61,639,2733.33,518.12,4994.89
Online Shopper,Large Malls / Complexes,Deal of the Month,1754973.15,627,2799.00,503.34,4999.45
Online Shopper,Large Malls / Complexes,Double Points Bonanza,1660804.78,606,2740.60,513.51,4986.86
Online Shopper,Large Malls / Complexes,Early Bird Specials,1953826.95,711,2748.00,501.54,4996.66
Online Shopper,Large Malls / Complexes,End of Season Sale,1643219.94,601,2734.14,505.96,4995.91
Online Shopper,Large Malls / Complexes,Exclusive Insider Offers,1794118.27,646,2777.27,500.29,4987.57
Online Shopper,Large Malls / Complexes,Festive Fever Promo,1654825.77,609,2717.28,501.32,4997.00
Online Shopper,Large Malls / Complexes,Final Call Frenzy,1780001.90,640,2781.25,519.31,4992.32
Online Shopper,Large Malls / Complexes,Flash Frenzy Friday,1918360.12,697,2752.31,505.20,4999.95
Online Shopper,Large Malls / Complexes,"Gift More, Spend Less",1743275.79,644,2706.95,502.74,4969.33
Online Shopper,Large Malls / Complexes,Golden Hour Bargains,1674311.11,617,2713.63,512.23,4997.02
Online Shopper,Large Malls / Complexes,Green Weekend Deals,1733606.51,629,2756.13,503.05,4990.96
Online Shopper,Large Malls / Complexes,Happy Hour Discounts,1749371.17,637,2746.27,504.73,4999.78
Online Shopper,Large Malls / Complexes,Holiday Shopping Rush,1760442.04,625,2816.71,520.65,4996.98
Online Shopper,Large Malls / Complexes,Hot Picks Promo,1686982.34,631,2673.51,525.81,4999.60
Online Shopper,Large Malls / Complexes,Instant Gratification Sale,1773983.18,624,2842.92,502.74,4992.54
Online Shopper,Large Malls / Complexes,Limited Time Treasures,1811850.68,631,2871.40,510.34,4992.20
Online Shopper,Large Malls / Complexes,Loyalty Rewards Blast,1722218.44,629,2738.03,501.89,4996.69
Online Shopper,Large Malls / Complexes,Mega Weekend Bonanza,1782980.35,652,2734.63,504.08,4992.43
Online Shopper,Large Malls / Complexes,Mid-Year Madness,1787049.18,636,2809.83,506.46,4997.34
Online Shopper,Large Malls / Complexes,Midnight Madness,1669920.67,623,2680.45,500.23,4992.27
Online Shopper,Large Malls / Complexes,Mystery Discount Days,1872774.65,669,2799.36,500.77,4975.69
Online Shopper,Large Malls / Complexes,New Arrival Showcase,1876264.51,673,2787.91,516.45,4996.06
Online Shopper,Large Malls / Complexes,New Product Launch Promo,1818562.14,655,2776.43,506.75,4973.45
Online Shopper,Large Malls / Complexes,New Year Kickoff,1770911.76,636,2784.45,508.86,4996.40
Online Shopper,Large Malls / Complexes,Price Drop Parade,1707622.53,632,2701.93,504.82,4999.83
Online Shopper,Large Malls / Complexes,Red Tag Clearance,1784065.67,652,2736.30,509.75,4993.35
Online Shopper,Large Malls / Complexes,Seasonal Surprise Box,1773565.65,658,2695.39,500.11,4998.13
Online Shopper,Large Malls / Complexes,Shop & Save Spectacular,1839578.64,657,2799.97,511.32,4989.59
Online Shopper,Large Malls / Complexes,Smart Shopper Week,1777460.27,644,2760.03,503.02,4999.94
Online Shopper,Large Malls / Complexes,Spring Refresh Event,1839487.59,660,2787.10,510.42,4999.83
Online Shopper,Large Malls / Complexes,Spring Splash Discounts,1713895.11,628,2729.13,500.35,4989.67
Online Shopper,Large Malls / Complexes,Summer Sizzle Promo,1800114.59,646,2786.56,501.06,4995.89
Online Shopper,Large Malls / Complexes,Super Savings Week,1784675.52,647,2758.39,503.67,4998.97
Online Shopper,Large Malls / Complexes,Ultimate Value Event,1772345.49,637,2782.33,510.86,4998.93
Online Shopper,Large Malls / Complexes,VIP Access Sale,1737327.66,630,2757.66,501.55,4989.88
Online Shopper,Large Malls / Complexes,Weekend Warrior Specials,1912526.27,681,2808.41,508.00,4998.12
Online Shopper,Large Malls / Complexes,Winter Clearance Carnival,1750740.42,638,2744.11,504.18,4969.63
Online Shopper,Large Malls / Complexes,Winter Wonders Sale,1734513.28,634,2735.83,505.12,4996.43
Online Shopper,Small Stores / Shops,12 Days of Deals,1901711.34,693,2744.17,509.06,4998.57
Online Shopper,Small Stores / Shops,Autumn Deals Drive,1772612.85,658,2693.94,506.90,4995.68
Online Shopper,Small Stores / Shops,BOGO Blitz,1859066.39,667,2787.21,505.47,4983.88
Online Shopper,Small Stores / Shops,Back to School Boost,1868879.36,671,2785.22,517.84,4994.39
Online Shopper,Small Stores / Shops,Birthday Bash Sale,1725859.83,653,2642.97,501.02,4990.75
Online Shopper,Small Stores / Shops,Black Friday Blowout,1916777.83,702,2730.45,502.51,4982.21
Online Shopper,Small Stores / Shops,Cart Crasher Campaign,1961093.75,702,2793.58,510.58,4994.96
Online Shopper,Small Stores / Shops,Cashback Carnival,1759252.95,642,2740.27,518.52,4998.33
Online Shopper,Small Stores / Shops,Clearance Countdown,1808188.81,649,2786.12,504.40,4996.82
Online Shopper,Small Stores / Shops,Countdown to Savings,1888323.69,691,2732.74,500.65,4997.06
Online Shopper,Small Stores / Shops,Customer Appreciation Week,1868138.53,692,2699.62,503.51,4997.84
Online Shopper,Small Stores / Shops,Cyber Monday Mania,1907691.59,697,2737.00,504.38,4996.11
Online Shopper,Small Stores / Shops,Deal of the Month,1905149.47,713,2672.02,506.49,4999.41
Online Shopper,Small Stores / Shops,Double Points Bonanza,1933694.48,695,2782.29,522.75,4993.64
Online Shopper,Small Stores / Shops,Early Bird Specials,1920094.72,722,2659.41,513.18,4977.50
Online Shopper,Small Stores / Shops,End of Season Sale,1843580.20,676,2727.19,505.76,4995.06
Online Shopper,Small Stores / Shops,Exclusive Insider Offers,1822850.05,661,2757.72,504.93,4989.15
Online Shopper,Small Stores / Shops,Festive Fever Promo,1830038.69,668,2739.58,503.49,4996.28
Online Shopper,Small Stores / Shops,Final Call Frenzy,1919349.75,671,2860.43,504.53,4989.24
Online Shopper,Small Stores / Shops,Flash Frenzy Friday,1934185.21,690,2803.17,505.21,4996.44
Online Shopper,Small Stores / Shops,"Gift More, Spend Less",1914247.12,705,2715.24,501.32,4994.85
Online Shopper,Small Stores / Shops,Golden Hour Bargains,1811384.52,660,2744.52,507.56,4997.61
Online Shopper,Small Stores / Shops,Green Weekend Deals,1800599.57,655,2749.01,508.30,4990.27
Online Shopper,Small Stores / Shops,Happy Hour Discounts,1831497.14,667,2745.87,530.70,4991.86
Online Shopper,Small Stores / Shops,Holiday Shopping Rush,1823638.98,666,2738.20,505.46,4998.79
Online Shopper,Small Stores / Shops,Hot Picks Promo,1960055.81,707,2772.36,501.36,4982.12
Online Shopper,Small Stores / Shops,Instant Gratification Sale,1828339.58,668,2737.04,501.81,4983.16
Online Shopper,Small Stores / Shops,Limited Time Treasures,1853155.04,686,2701.39,500.34,4977.47
Online Shopper,Small Stores / Shops,Loyalty Rewards Blast,1961388.20,715,2743.20,525.35,4983.03
Online Shopper,Small Stores / Shops,Mega Weekend Bonanza,1761557.30,630,2796.12,500.15,4992.81
Online Shopper,Small Stores / Shops,Mid-Year Madness,1844315.92,681,2708.25,503.67,4995.61
Online Shopper,Small Stores / Shops,Midnight Madness,1812359.08,670,2705.01,505.16,4998.12
Online Shopper,Small Stores / Shops,Mystery Discount Days,1849128.64,655,2823.10,501.42,4993.54
Online Shopper,Small Stores / Shops,New Arrival Showcase,1983345.30,703,2821.26,502.57,4994.48
Online Shopper,Small Stores / Shops,New Product Launch Promo,1802395.88,643,2803.10,502.89,4996.35
Online Shopper,Small Stores / Shops,New Year Kickoff,1961657.99,709,2766.80,502.12,4999.87
Online Shopper,Small Stores / Shops,Price Drop Parade,1846498.52,676,2731.51,507.03,4989.67
Online Shopper,Small Stores / Shops,Red Tag Clearance,1933189.38,686,2818.06,501.14,4990.98
Online Shopper,Small Stores / Shops,Seasonal Surprise Box,1844261.37,688,2680.61,505.17,4990.01
Online Shopper,Small Stores / Shops,Shop & Save Spectacular,1838901.75,666,2761.11,509.24,4995.87
Online Shopper,Small Stores / Shops,Smart Shopper Week,1802104.45,672,2681.70,509.78,4993.62
Online Shopper,Small Stores / Shops,Spring Refresh Event,1734756.20,639,2714.80,505.62,4995.87
Online Shopper,Small Stores / Shops,Spring Splash Discounts,1934935.78,661,2927.29,503.09,4998.77
Online Shopper,Small Stores / Shops,Summer Sizzle Promo,1832381.53,676,2710.62,507.53,4999.26
Online Shopper,Small Stores / Shops,Super Savings Week,1735955.66,640,2712.43,505.74,4994.88
Online Shopper,Small Stores / Shops,Ultimate Value Event,2018425.24,732,2757.41,518.39,4995.88
Online Shopper,Small Stores / Shops,VIP Access Sale,1950201.04,698,2793.98,511.25,4996.84
Online Shopper,Small Stores / Shops,Weekend Warrior Specials,1768781.72,659,2684.04,500.62,4994.22
Online Shopper,Small Stores / Shops,Winter Clearance Carnival,1786564.53,634,2817.93,502.18,4998.41
Online Shopper,Small Stores / Shops,Winter Wonders Sale,1809515.53,661,2737.54,502.80,4992.13
Online Shopper,Supermarkets ,12 Days of Deals,1943518.81,704,2760.68,518.98,4994.90
Online Shopper,Supermarkets ,Autumn Deals Drive,1951242.31,708,2755.99,502.62,4988.82
Online Shopper,Supermarkets ,BOGO Blitz,1994973.64,746,2674.23,509.20,4996.52
Online Shopper,Supermarkets ,Back to School Boost,1987559.16,734,2707.85,503.72,4992.25
Online Shopper,Supermarkets ,Birthday Bash Sale,1854295.02,654,2835.31,512.93,4994.05
Online Shopper,Supermarkets ,Black Friday Blowout,2013621.04,704,2860.26,514.53,4998.72
Online Shopper,Supermarkets ,Cart Crasher Campaign,1998801.32,725,2756.97,502.78,4999.82
Online Shopper,Supermarkets ,Cashback Carnival,2000600.53,724,2763.26,505.40,4995.11
Online Shopper,Supermarkets ,Clearance Countdown,2026967.56,742,2731.76,501.02,4992.50
Online Shopper,Supermarkets ,Countdown to Savings,2116979.32,777,2724.56,501.71,4993.28
Online Shopper,Supermarkets ,Customer Appreciation Week,1912772.86,689,2776.16,502.24,4987.89
Online Shopper,Supermarkets ,Cyber Monday Mania,1900251.19,688,2761.99,504.92,4998.53
Online Shopper,Supermarkets ,Deal of the Month,1787216.84,671,2663.51,505.18,4994.87
Online Shopper,Supermarkets ,Double Points Bonanza,1981934.09,716,2768.06,506.58,4999.14
Online Shopper,Supermarkets ,Early Bird Specials,1903536.44,702,2711.59,501.24,4996.32
Online Shopper,Supermarkets ,End of Season Sale,1966108.39,709,2773.07,512.22,4998.80
Online Shopper,Supermarkets ,Exclusive Insider Offers,1712570.26,630,2718.37,501.83,4999.97
Online Shopper,Supermarkets ,Festive Fever Promo,1853037.00,680,2725.05,501.00,4991.31
Online Shopper,Supermarkets ,Final Call Frenzy,1906835.95,686,2779.64,503.34,4980.26
Online Shopper,Supermarkets ,Flash Frenzy Friday,1891880.32,685,2761.87,510.30,4997.21
Online Shopper,Supermarkets ,"Gift More, Spend Less",2028155.10,738,2748.18,507.96,4986.38
Online Shopper,Supermarkets ,Golden Hour Bargains,1882072.61,680,2767.75,517.29,4980.41
Online Shopper,Supermarkets ,Green Weekend Deals,1880259.80,667,2818.98,500.74,4991.70
Online Shopper,Supermarkets ,Happy Hour Discounts,1912732.53,686,2788.24,503.61,4985.65
Online Shopper,Supermarkets ,Holiday Shopping Rush,1796983.88,668,2690.10,503.23,4995.74
Online Shopper,Supermarkets ,Hot Picks Promo,1937494.54,686,2824.34,500.12,4995.24
Online Shopper,Supermarkets ,Instant Gratification Sale,1922961.25,698,2754.96,500.89,4996.98
Online Shopper,Supermarkets ,Limited Time Treasures,1884502.56,715,2635.67,502.15,4998.98
Online Shopper,Supermarkets ,Loyalty Rewards Blast,1933703.43,713,2712.07,502.59,4977.09
Online Shopper,Supermarkets ,Mega Weekend Bonanza,1903716.22,703,2707.99,501.48,4977.25
Online Shopper,Supermarkets ,Mid-Year Madness,1814604.59,672,2700.30,503.75,4967.52
Online Shopper,Supermarkets ,Midnight Madness,1859473.83,679,2738.55,500.93,4991.77
Online Shopper,Supermarkets ,Mystery Discount Days,1869203.94,675,2769.19,500.04,4998.62
Online Shopper,Supermarkets ,New Arrival Showcase,2019020.48,725,2784.86,504.11,4997.59
Online Shopper,Supermarkets ,New Product Launch Promo,1899321.55,697,2725.00,501.50,4996.38
Online Shopper,Supermarkets ,New Year Kickoff,1920060.26,708,2711.95,500.12,4993.25
Online Shopper,Supermarkets ,Price Drop Parade,1851115.60,656,2821.82,505.80,4997.91
Online Shopper,Supermarkets ,Red Tag Clearance,1837924.12,681,2698.86,504.13,4990.99
Online Shopper,Supermarkets ,Seasonal Surprise Box,1990207.46,734,2711.45,500.70,4991.25
Online Shopper,Supermarkets ,Shop & Save Spectacular,1890433.90,687,2751.72,500.09,4997.78
Online Shopper,Supermarkets ,Smart Shopper Week,1974833.01,724,2727.67,502.89,4996.33
Online Shopper,Supermarkets ,Spring Refresh Event,2053886.69,718,2860.57,500.43,4997.20
Online Shopper,Supermarkets ,Spring Splash Discounts,2010606.22,735,2735.52,502.65,4991.03
Online Shopper,Supermarkets ,Summer Sizzle Promo,2068233.77,739,2798.69,505.27,4995.91
Online Shopper,Supermarkets ,Super Savings Week,2058447.80,705,2919.78,500.36,4990.19
Online Shopper,Supermarkets ,Ultimate Value Event,1878810.75,697,2695.57,509.98,4991.47
Online Shopper,Supermarkets ,VIP Access Sale,1874556.17,688,2724.65,503.46,4967.20
Online Shopper,Supermarkets ,Weekend Warrior Specials,1862698.52,669,2784.30,510.23,4998.52
Online Shopper,Supermarkets ,Winter Clearance Carnival,1939984.55,689,2815.65,503.08,4997.93
Online Shopper,Supermarkets ,Winter Wonders Sale,1978075.13,719,2751.15,502.39,4993.77
Premium Shopper,Large Malls / Complexes,12 Days of Deals,1637925.13,583,2809.48,506.25,4982.45
Premium Shopper,Large Malls / Complexes,Autumn Deals Drive,1715925.41,634,2706.51,502.75,4999.01
Premium Shopper,Large Malls / Complexes,BOGO Blitz,1876340.99,655,2864.64,504.41,4991.95
Premium Shopper,Large Malls / Complexes,Back to School Boost,1820209.88,650,2800.32,501.66,4992.15
Premium Shopper,Large Malls / Complexes,Birthday Bash Sale,1787351.31,629,2841.58,503.77,4997.22
Premium Shopper,Large Malls / Complexes,Black Friday Blowout,1679328.32,605,2775.75,505.64,4999.51
Premium Shopper,Large Malls / Complexes,Cart Crasher Campaign,1627331.10,589,2762.87,504.65,4997.41
Premium Shopper,Large Malls / Complexes,Cashback Carnival,1762671.47,650,2711.80,500.72,4992.51
Premium Shopper,Large Malls / Complexes,Clearance Countdown,1674213.92,621,2696.00,510.13,4992.16
Premium Shopper,Large Malls / Complexes,Countdown to Savings,1701861.13,614,2771.76,510.59,4994.73
Premium Shopper,Large Malls / Complexes,Customer Appreciation Week,1673782.68,605,2766.58,505.57,4997.57
Premium Shopper,Large Malls / Complexes,Cyber Monday Mania,1682307.41,642,2620.42,508.82,4994.23
Premium Shopper,Large Malls / Complexes,Deal of the Month,1770583.49,652,2715.62,501.60,4992.09
Premium Shopper,Large Malls / Complexes,Double Points Bonanza,1754156.73,606,2894.65,505.59,4999.44
Premium Shopper,Large Malls / Complexes,Early Bird Specials,1772400.45,642,2760.75,502.49,4996.11
Premium Shopper,Large Malls / Complexes,End of Season Sale,1650912.24,627,2633.03,504.05,4998.76
Premium Shopper,Large Malls / Complexes,Exclusive Insider Offers,1770625.53,650,2724.04,501.18,4986.32
Premium Shopper,Large Malls / Complexes,Festive Fever Promo,1705438.08,616,2768.57,503.27,4991.64
Premium Shopper,Large Malls / Complexes,Final Call Frenzy,1733902.60,627,2765.39,500.30,4974.72
Premium Shopper,Large Malls / Complexes,Flash Frenzy Friday,1773749.89,634,2797.71,511.74,4993.36
Premium Shopper,Large Malls / Complexes,"Gift More, Spend Less",1614492.94,592,2727.18,510.64,4984.10
Premium Shopper,Large Malls / Complexes,Golden Hour Bargains,1789567.04,672,2663.05,504.10,4995.98
Premium Shopper,Large Malls / Complexes,Green Weekend Deals,1688351.11,620,2723.15,511.53,4999.76
Premium Shopper,Large Malls / Complexes,Happy Hour Discounts,1811390.82,643,2817.09,508.48,4998.94
Premium Shopper,Large Malls / Complexes,Holiday Shopping Rush,1767594.64,631,2801.26,510.74,4998.79
Premium Shopper,Large Malls / Complexes,Hot Picks Promo,1731771.82,622,2784.20,500.98,4997.81
Premium Shopper,Large Malls / Complexes,Instant Gratification Sale,1699105.24,618,2749.36,504.24,4997.47
Premium Shopper,Large Malls / Complexes,Limited Time Treasures,1779009.99,635,2801.59,508.15,4981.23
Premium Shopper,Large Malls / Complexes,Loyalty Rewards Blast,1605554.91,599,2680.39,517.52,4995.71
Premium Shopper,Large Malls / Complexes,Mega Weekend Bonanza,1679095.99,600,2798.49,502.30,4996.99
Premium Shopper,Large Malls / Complexes,Mid-Year Madness,1702093.32,647,2630.75,501.87,4991.40
Premium Shopper,Large Malls / Complexes,Midnight Madness,1707943.81,636,2685.45,505.99,4997.76
Premium Shopper,Large Malls / Complexes,Mystery Discount Days,1790393.60,650,2754.45,502.26,4999.19
Premium Shopper,Large Malls / Complexes,New Arrival Showcase,1700877.94,621,2738.93,513.68,4999.86
Premium Shopper,Large Malls / Complexes,New Product Launch Promo,1641809.24,609,2695.91,500.59,4995.22
Premium Shopper,Large Malls / Complexes,New Year Kickoff,1887074.45,681,2771.03,509.52,4984.12
Premium Shopper,Large Malls / Complexes,Price Drop Parade,1699091.79,613,2771.76,514.25,4995.02
Premium Shopper,Large Malls / Complexes,Red Tag Clearance,1712086.29,633,2704.72,502.58,4996.34
Premium Shopper,Large Malls / Complexes,Seasonal Surprise Box,1718195.51,636,2701.57,509.29,4998.58
Premium Shopper,Large Malls / Complexes,Shop & Save Spectacular,1688368.16,611,2763.29,524.40,4990.45
Premium Shopper,Large Malls / Complexes,Smart Shopper Week,1585910.33,583,2720.26,508.76,4993.60
Premium Shopper,Large Malls / Complexes,Spring Refresh Event,1811193.54,633,2861.29,501.78,4991.57
Premium Shopper,Large Malls / Complexes,Spring Splash Discounts,1770076.18,643,2752.84,504.23,4998.92
Premium Shopper,Large Malls / Complexes,Summer Sizzle Promo,1634025.63,602,2714.33,503.35,4990.62
Premium Shopper,Large Malls / Complexes,Super Savings Week,1705617.47,611,2791.52,509.31,4996.76
Premium Shopper,Large Malls / Complexes,Ultimate Value Event,1689471.98,637,2652.23,504.23,4997.75
Premium Shopper,Large Malls / Complexes,VIP Access Sale,1704949.65,611,2790.42,501.68,4980.78
Premium Shopper,Large Malls / Complexes,Weekend Warrior Specials,1660159.61,606,2739.54,513.82,4985.43
Premium Shopper,Large Malls / Complexes,Winter Clearance Carnival,1753708.60,645,2718.93,502.95,4990.07
Premium Shopper,Large Malls / Complexes,Winter Wonders Sale,1717736.58,642,2675.60,500.29,4999.74
Premium Shopper,Small Stores / Shops,12 Days of Deals,1743731.29,640,2724.58,514.32,4999.67
Premium Shopper,Small Stores / Shops,Autumn Deals Drive,1917951.68,689,2783.67,519.53,4982.95
Premium Shopper,Small Stores / Shops,BOGO Blitz,1889287.64,673,2807.26,502.79,4993.50
Premium Shopper,Small Stores / Shops,Back to School Boost,1719270.08,637,2699.01,531.96,4993.04
Premium Shopper,Small Stores / Shops,Birthday Bash Sale,1830329.96,662,2764.85,505.08,4988.13
Premium Shopper,Small Stores / Shops,Black Friday Blowout,1888430.28,673,2805.99,507.06,4990.79
