category,brand,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Adidas,Winter Clearance Carnival,2024015.79,730,2772.62,509.53,4997.18
Sports & Outdoors,Adidas,Winter Wonders Sale,1785711.63,653,2734.63,504.80,4995.17
Sports & Outdoors,Decathlon,12 Days of Deals,1726240.52,647,2668.07,508.37,4985.06
Sports & Outdoors,Decathlon,Autumn Deals Drive,1726676.75,633,2727.77,503.74,4990.55
Sports & Outdoors,Decathlon,BOGO Blitz,1774679.10,647,2742.94,514.68,4997.17
Sports & Outdoors,Decathlon,Back to School Boost,1908742.65,687,2778.37,515.62,4988.23
Sports & Outdoors,Decathlon,Birthday Bash Sale,1865872.58,661,2822.80,501.68,4990.77
Sports & Outdoors,Decathlon,Black Friday Blowout,1792471.75,658,2724.12,500.60,4990.38
Sports & Outdoors,Decathlon,Cart Crasher Campaign,1867153.67,690,2706.02,504.84,4997.58
Sports & Outdoors,Decathlon,Cashback Carnival,1747639.94,649,2692.82,500.39,4996.22
Sports & Outdoors,Decathlon,Clearance Countdown,1806206.23,664,2720.19,501.31,4995.72
Sports & Outdoors,Decathlon,Countdown to Savings,1848563.37,687,2690.78,500.09,4994.28
Sports & Outdoors,Decathlon,Customer Appreciation Week,1980304.43,706,2804.96,531.10,4994.09
Sports & Outdoors,Decathlon,Cyber Monday Mania,1752173.57,644,2720.77,501.43,4995.64
Sports & Outdoors,Decathlon,Deal of the Month,1845019.11,659,2799.73,503.70,4999.17
Sports & Outdoors,Decathlon,Double Points Bonanza,1805937.12,660,2736.27,502.80,4996.95
Sports & Outdoors,Decathlon,Early Bird Specials,1855813.05,677,2741.23,524.55,4997.07
Sports & Outdoors,Decathlon,End of Season Sale,1792828.06,666,2691.93,509.18,4999.05
Sports & Outdoors,Decathlon,Exclusive Insider Offers,1881532.26,662,2842.19,524.76,4999.97
Sports & Outdoors,Decathlon,Festive Fever Promo,1833586.80,662,2769.77,506.01,4997.72
Sports & Outdoors,Decathlon,Final Call Frenzy,1861150.98,660,2819.93,510.70,4998.08
Sports & Outdoors,Decathlon,Flash Frenzy Friday,1849030.57,695,2660.48,501.01,4996.10
Sports & Outdoors,Decathlon,"Gift More, Spend Less",1917745.48,728,2634.27,500.46,4996.60
Sports & Outdoors,Decathlon,Golden Hour Bargains,2045958.16,741,2761.08,506.18,4995.64
Sports & Outdoors,Decathlon,Green Weekend Deals,1777466.11,646,2751.50,521.12,4985.58
Sports & Outdoors,Decathlon,Happy Hour Discounts,1914953.97,672,2849.63,500.42,4989.33
Sports & Outdoors,Decathlon,Holiday Shopping Rush,1869435.31,680,2749.17,514.08,4997.18
Sports & Outdoors,Decathlon,Hot Picks Promo,1662771.89,628,2647.73,504.54,4994.34
Sports & Outdoors,Decathlon,Instant Gratification Sale,1831863.91,654,2801.02,523.68,4998.94
Sports & Outdoors,Decathlon,Limited Time Treasures,1805670.58,677,2667.16,513.55,4983.80
Sports & Outdoors,Decathlon,Loyalty Rewards Blast,1806642.52,662,2729.07,500.22,4985.62
Sports & Outdoors,Decathlon,Mega Weekend Bonanza,1860211.43,672,2768.17,500.15,4995.42
Sports & Outdoors,Decathlon,Mid-Year Madness,1963871.00,711,2762.13,509.74,4999.49
Sports & Outdoors,Decathlon,Midnight Madness,1753746.08,637,2753.13,501.16,4994.22
Sports & Outdoors,Decathlon,Mystery Discount Days,1782572.18,632,2820.53,508.52,4979.54
Sports & Outdoors,Decathlon,New Arrival Showcase,1921724.12,675,2847.00,506.47,4991.35
Sports & Outdoors,Decathlon,New Product Launch Promo,1730696.06,638,2712.69,503.51,4989.97
Sports & Outdoors,Decathlon,New Year Kickoff,1782509.15,653,2729.72,501.31,4997.16
Sports & Outdoors,Decathlon,Price Drop Parade,1693675.66,634,2671.41,500.07,4991.46
Sports & Outdoors,Decathlon,Red Tag Clearance,1858833.63,667,2786.86,500.15,4981.94
Sports & Outdoors,Decathlon,Seasonal Surprise Box,1804484.95,661,2729.93,539.15,4992.97
Sports & Outdoors,Decathlon,Shop & Save Spectacular,1816129.37,666,2726.92,502.57,4996.23
Sports & Outdoors,Decathlon,Smart Shopper Week,1900653.53,693,2742.65,505.62,4995.51
Sports & Outdoors,Decathlon,Spring Refresh Event,1922340.39,680,2826.97,500.56,4992.08
Sports & Outdoors,Decathlon,Spring Splash Discounts,1927665.58,693,2781.62,508.67,4991.41
Sports & Outdoors,Decathlon,Summer Sizzle Promo,1886138.71,706,2671.58,502.21,4991.16
Sports & Outdoors,Decathlon,Super Savings Week,1902534.16,665,2860.95,501.50,4999.25
Sports & Outdoors,Decathlon,Ultimate Value Event,1877596.22,680,2761.17,510.52,4996.78
Sports & Outdoors,Decathlon,VIP Access Sale,1703757.47,616,2765.84,500.51,4993.65
Sports & Outdoors,Decathlon,Weekend Warrior Specials,1722696.38,635,2712.91,514.80,4989.44
Sports & Outdoors,Decathlon,Winter Clearance Carnival,1979211.75,713,2775.89,506.66,4999.77
Sports & Outdoors,Decathlon,Winter Wonders Sale,1706240.77,620,2752.00,503.85,4993.77
Sports & Outdoors,Nike,12 Days of Deals,2075108.51,749,2770.51,505.19,4999.67
Sports & Outdoors,Nike,Autumn Deals Drive,1873986.57,708,2646.87,504.53,4988.18
Sports & Outdoors,Nike,BOGO Blitz,1856763.15,660,2813.28,503.15,4985.60
Sports & Outdoors,Nike,Back to School Boost,1847212.20,672,2748.83,513.03,4989.50
Sports & Outdoors,Nike,Birthday Bash Sale,1813649.44,659,2752.12,500.14,4992.00
Sports & Outdoors,Nike,Black Friday Blowout,1929784.10,693,2784.68,503.37,4996.57
Sports & Outdoors,Nike,Cart Crasher Campaign,1957282.08,685,2857.35,514.47,4995.45
Sports & Outdoors,Nike,Cashback Carnival,1742900.36,645,2702.17,512.71,4981.41
Sports & Outdoors,Nike,Clearance Countdown,1803142.40,672,2683.25,511.98,4992.16
Sports & Outdoors,Nike,Countdown to Savings,1830928.33,654,2799.58,505.40,4997.94
Sports & Outdoors,Nike,Customer Appreciation Week,1881412.29,684,2750.60,523.80,4999.02
Sports & Outdoors,Nike,Cyber Monday Mania,1830740.00,677,2704.19,502.42,4998.69
Sports & Outdoors,Nike,Deal of the Month,1772376.71,656,2701.79,511.13,4995.46
Sports & Outdoors,Nike,Double Points Bonanza,1918483.51,686,2796.62,507.25,4998.97
Sports & Outdoors,Nike,Early Bird Specials,1889907.23,659,2867.84,507.63,4996.32
Sports & Outdoors,Nike,End of Season Sale,1931466.84,696,2775.10,503.93,4993.65
Sports & Outdoors,Nike,Exclusive Insider Offers,1893652.35,678,2793.00,502.99,4988.56
Sports & Outdoors,Nike,Festive Fever Promo,1805466.29,651,2773.37,508.47,4973.24
Sports & Outdoors,Nike,Final Call Frenzy,1742690.06,652,2672.84,502.59,4997.60
Sports & Outdoors,Nike,Flash Frenzy Friday,1944084.91,691,2813.44,502.29,4995.14
Sports & Outdoors,Nike,"Gift More, Spend Less",1763247.21,644,2737.96,521.61,4992.10
Sports & Outdoors,Nike,Golden Hour Bargains,1862583.47,675,2759.38,500.01,4982.43
Sports & Outdoors,Nike,Green Weekend Deals,1903416.58,705,2699.88,503.13,4996.20
Sports & Outdoors,Nike,Happy Hour Discounts,1769618.36,646,2739.35,519.18,4998.95
Sports & Outdoors,Nike,Holiday Shopping Rush,1840942.02,677,2719.26,502.99,4998.76
Sports & Outdoors,Nike,Hot Picks Promo,1938053.10,706,2745.12,503.06,4997.69
Sports & Outdoors,Nike,Instant Gratification Sale,1958154.89,712,2750.22,500.07,4995.28
Sports & Outdoors,Nike,Limited Time Treasures,1781945.99,655,2720.53,501.18,4997.70
Sports & Outdoors,Nike,Loyalty Rewards Blast,1773820.73,642,2762.96,500.80,4996.03
Sports & Outdoors,Nike,Mega Weekend Bonanza,1907465.83,698,2732.76,503.85,4998.00
Sports & Outdoors,Nike,Mid-Year Madness,1769881.89,647,2735.52,517.63,4992.54
Sports & Outdoors,Nike,Midnight Madness,1823756.08,644,2831.92,509.62,4993.16
Sports & Outdoors,Nike,Mystery Discount Days,1801280.61,670,2688.48,501.05,4999.19
Sports & Outdoors,Nike,New Arrival Showcase,1756304.63,650,2702.01,503.53,4998.83
Sports & Outdoors,Nike,New Product Launch Promo,1912889.00,693,2760.30,503.65,4998.73
Sports & Outdoors,Nike,New Year Kickoff,1813947.40,655,2769.39,507.42,4996.00
Sports & Outdoors,Nike,Price Drop Parade,1863275.46,681,2736.09,511.87,4996.87
Sports & Outdoors,Nike,Red Tag Clearance,1805377.66,656,2752.10,516.57,4999.05
Sports & Outdoors,Nike,Seasonal Surprise Box,1859775.29,693,2683.66,500.31,4992.44
Sports & Outdoors,Nike,Shop & Save Spectacular,1911092.62,688,2777.75,512.09,4995.87
Sports & Outdoors,Nike,Smart Shopper Week,1810321.76,651,2780.83,514.53,4996.44
Sports & Outdoors,Nike,Spring Refresh Event,1904120.83,657,2898.21,503.69,4993.39
Sports & Outdoors,Nike,Spring Splash Discounts,1740080.72,649,2681.17,502.55,4999.83
Sports & Outdoors,Nike,Summer Sizzle Promo,1969912.89,692,2846.69,504.80,4998.50
Sports & Outdoors,Nike,Super Savings Week,1933347.28,686,2818.29,509.07,4994.88
Sports & Outdoors,Nike,Ultimate Value Event,1908347.97,707,2699.22,506.99,4999.44
Sports & Outdoors,Nike,VIP Access Sale,1925779.58,685,2811.36,502.72,4991.94
Sports & Outdoors,Nike,Weekend Warrior Specials,1744867.60,665,2623.86,500.79,4989.77
Sports & Outdoors,Nike,Winter Clearance Carnival,1864804.53,673,2770.88,503.08,4998.38
Sports & Outdoors,Nike,Winter Wonders Sale,1970136.66,684,2880.32,517.25,4992.09
Sports & Outdoors,Puma,12 Days of Deals,1881176.81,678,2774.60,502.11,4987.18
Sports & Outdoors,Puma,Autumn Deals Drive,1730888.36,657,2634.53,501.93,4997.04
Sports & Outdoors,Puma,BOGO Blitz,1866796.94,690,2705.50,503.44,4997.71
Sports & Outdoors,Puma,Back to School Boost,1965800.38,705,2788.37,501.48,4998.09
Sports & Outdoors,Puma,Birthday Bash Sale,1984322.31,721,2752.18,503.09,4984.92
Sports & Outdoors,Puma,Black Friday Blowout,1874255.47,703,2666.08,511.67,4997.46
Sports & Outdoors,Puma,Cart Crasher Campaign,1697874.54,645,2632.36,510.88,4993.76
Sports & Outdoors,Puma,Cashback Carnival,1824886.58,661,2760.80,502.29,4993.05
Sports & Outdoors,Puma,Clearance Countdown,1778272.69,664,2678.12,501.13,4989.35
Sports & Outdoors,Puma,Countdown to Savings,1957287.58,698,2804.14,500.66,4999.61
Sports & Outdoors,Puma,Customer Appreciation Week,1900769.00,681,2791.14,529.19,4993.43
Sports & Outdoors,Puma,Cyber Monday Mania,1999061.90,727,2749.74,508.24,4992.50
Sports & Outdoors,Puma,Deal of the Month,1825138.49,666,2740.45,503.87,4999.89
Sports & Outdoors,Puma,Double Points Bonanza,1836281.24,659,2786.47,504.90,4998.01
Sports & Outdoors,Puma,Early Bird Specials,1774545.08,653,2717.53,501.96,4972.38
Sports & Outdoors,Puma,End of Season Sale,1900302.31,673,2823.63,502.75,4996.88
Sports & Outdoors,Puma,Exclusive Insider Offers,1945399.60,700,2779.14,513.77,4998.46
Sports & Outdoors,Puma,Festive Fever Promo,1991925.00,708,2813.45,503.49,4996.45
Sports & Outdoors,Puma,Final Call Frenzy,1732968.74,637,2720.52,500.03,4987.28
Sports & Outdoors,Puma,Flash Frenzy Friday,1788624.55,658,2718.27,504.35,4997.51
Sports & Outdoors,Puma,"Gift More, Spend Less",1896104.82,700,2708.72,510.02,4991.44
Sports & Outdoors,Puma,Golden Hour Bargains,1865251.91,700,2664.65,506.68,4989.95
Sports & Outdoors,Puma,Green Weekend Deals,1874868.43,687,2729.07,504.95,4997.63
Sports & Outdoors,Puma,Happy Hour Discounts,1900415.81,690,2754.23,516.34,4999.78
Sports & Outdoors,Puma,Holiday Shopping Rush,1886098.41,675,2794.22,503.52,4985.94
Sports & Outdoors,Puma,Hot Picks Promo,1833802.47,669,2741.11,500.04,4996.43
Sports & Outdoors,Puma,Instant Gratification Sale,1966486.78,719,2735.03,500.41,4988.31
Sports & Outdoors,Puma,Limited Time Treasures,1776542.53,652,2724.76,509.04,4988.87
Sports & Outdoors,Puma,Loyalty Rewards Blast,1719996.95,640,2687.50,514.60,4988.95
Sports & Outdoors,Puma,Mega Weekend Bonanza,1749355.87,621,2817.00,502.77,4993.01
Sports & Outdoors,Puma,Mid-Year Madness,1822938.77,669,2724.87,502.72,4998.69
Sports & Outdoors,Puma,Midnight Madness,1818303.95,658,2763.38,510.11,4996.42
Sports & Outdoors,Puma,Mystery Discount Days,1820536.63,655,2779.45,500.04,4995.75
Sports & Outdoors,Puma,New Arrival Showcase,1954920.50,704,2776.88,500.37,4994.48
Sports & Outdoors,Puma,New Product Launch Promo,1799110.73,639,2815.51,503.81,4994.43
Sports & Outdoors,Puma,New Year Kickoff,1803728.27,644,2800.82,514.47,4994.88
Sports & Outdoors,Puma,Price Drop Parade,1759939.00,646,2724.36,504.82,4990.43
Sports & Outdoors,Puma,Red Tag Clearance,1760832.83,660,2667.93,504.14,4991.35
Sports & Outdoors,Puma,Seasonal Surprise Box,1882804.35,699,2693.57,503.60,4996.14
Sports & Outdoors,Puma,Shop & Save Spectacular,1844906.44,666,2770.13,505.73,4998.60
Sports & Outdoors,Puma,Smart Shopper Week,1841096.24,675,2727.55,509.78,4996.42
Sports & Outdoors,Puma,Spring Refresh Event,1861971.68,685,2718.21,502.39,4991.31
Sports & Outdoors,Puma,Spring Splash Discounts,1783146.50,626,2848.48,506.18,4994.34
Sports & Outdoors,Puma,Summer Sizzle Promo,1907985.45,686,2781.32,500.10,4997.06
Sports & Outdoors,Puma,Super Savings Week,1819659.56,657,2769.65,515.06,4981.53
Sports & Outdoors,Puma,Ultimate Value Event,1792343.07,643,2787.47,503.10,4996.51
Sports & Outdoors,Puma,VIP Access Sale,1860218.65,660,2818.51,507.72,4995.80
Sports & Outdoors,Puma,Weekend Warrior Specials,1906821.67,695,2743.63,506.15,4984.56
Sports & Outdoors,Puma,Winter Clearance Carnival,1804305.34,635,2841.43,505.00,4990.30
Sports & Outdoors,Puma,Winter Wonders Sale,1835687.41,676,2715.51,534.89,4993.15
Sports & Outdoors,Reebok,12 Days of Deals,1908706.56,684,2790.51,515.75,4998.61
Sports & Outdoors,Reebok,Autumn Deals Drive,1856698.73,663,2800.45,500.04,4996.59
Sports & Outdoors,Reebok,BOGO Blitz,1695190.41,636,2665.39,508.28,4996.52
Sports & Outdoors,Reebok,Back to School Boost,1749697.06,646,2708.51,505.03,4999.33
Sports & Outdoors,Reebok,Birthday Bash Sale,1804382.01,661,2729.78,517.17,4999.34
Sports & Outdoors,Reebok,Black Friday Blowout,1868212.38,676,2763.63,504.45,4999.65
Sports & Outdoors,Reebok,Cart Crasher Campaign,1797660.96,664,2707.32,500.78,4996.75
Sports & Outdoors,Reebok,Cashback Carnival,1939712.52,690,2811.18,504.12,4990.45
Sports & Outdoors,Reebok,Clearance Countdown,1727120.43,643,2686.03,500.37,4996.31
Sports & Outdoors,Reebok,Countdown to Savings,1867743.04,682,2738.63,506.58,4996.44
Sports & Outdoors,Reebok,Customer Appreciation Week,1880512.56,675,2785.94,502.81,4998.61
Sports & Outdoors,Reebok,Cyber Monday Mania,1983364.93,708,2801.36,504.92,4998.53
Sports & Outdoors,Reebok,Deal of the Month,1915434.15,697,2748.11,509.93,4993.19
Sports & Outdoors,Reebok,Double Points Bonanza,1990393.77,722,2756.78,521.66,4994.46
Sports & Outdoors,Reebok,Early Bird Specials,1830562.15,664,2756.87,508.41,4996.35
Sports & Outdoors,Reebok,End of Season Sale,1775930.81,650,2732.20,503.46,4996.20
Sports & Outdoors,Reebok,Exclusive Insider Offers,1762732.44,626,2815.87,504.56,4996.28
Sports & Outdoors,Reebok,Festive Fever Promo,1842949.13,681,2706.24,506.83,4998.24
Sports & Outdoors,Reebok,Final Call Frenzy,1783292.54,660,2701.96,500.30,4982.79
Sports & Outdoors,Reebok,Flash Frenzy Friday,1900630.14,677,2807.43,503.56,4996.39
Sports & Outdoors,Reebok,"Gift More, Spend Less",1927285.31,683,2821.79,501.32,4974.13
Sports & Outdoors,Reebok,Golden Hour Bargains,1778442.69,648,2744.51,502.76,4995.89
Sports & Outdoors,Reebok,Green Weekend Deals,1796059.26,663,2708.99,500.26,4999.53
Sports & Outdoors,Reebok,Happy Hour Discounts,1907808.13,689,2768.95,506.19,4995.06
Sports & Outdoors,Reebok,Holiday Shopping Rush,1695599.29,636,2666.04,501.14,4972.41
Sports & Outdoors,Reebok,Hot Picks Promo,1946064.30,690,2820.38,517.08,4996.34
Sports & Outdoors,Reebok,Instant Gratification Sale,1820185.83,672,2708.61,504.24,4991.13
Sports & Outdoors,Reebok,Limited Time Treasures,1922301.49,680,2826.91,502.11,4998.98
Sports & Outdoors,Reebok,Loyalty Rewards Blast,1788383.34,652,2742.92,501.42,4987.16
Sports & Outdoors,Reebok,Mega Weekend Bonanza,1898424.93,689,2755.33,508.48,4986.53
Sports & Outdoors,Reebok,Mid-Year Madness,1924705.83,691,2785.39,508.91,4994.65
Sports & Outdoors,Reebok,Midnight Madness,1767372.48,660,2677.84,524.44,4997.31
Sports & Outdoors,Reebok,Mystery Discount Days,1878693.21,678,2770.93,502.16,4999.55
Sports & Outdoors,Reebok,New Arrival Showcase,1849191.63,669,2764.11,506.32,4996.77
Sports & Outdoors,Reebok,New Product Launch Promo,1877117.38,688,2728.37,514.75,4999.30
Sports & Outdoors,Reebok,New Year Kickoff,1866348.56,684,2728.58,503.09,4996.62
Sports & Outdoors,Reebok,Price Drop Parade,1823467.73,671,2717.54,500.50,4989.65
Sports & Outdoors,Reebok,Red Tag Clearance,1898979.47,667,2847.05,502.70,4997.25
Sports & Outdoors,Reebok,Seasonal Surprise Box,1944656.09,706,2754.47,501.12,4993.02
Sports & Outdoors,Reebok,Shop & Save Spectacular,1896271.49,689,2752.21,502.76,4992.07
Sports & Outdoors,Reebok,Smart Shopper Week,1724508.37,658,2620.83,500.78,4998.20
Sports & Outdoors,Reebok,Spring Refresh Event,1901514.59,694,2739.93,507.06,4986.59
Sports & Outdoors,Reebok,Spring Splash Discounts,1930200.17,705,2737.87,502.90,4991.81
Sports & Outdoors,Reebok,Summer Sizzle Promo,1893670.81,701,2701.38,502.59,4995.91
Sports & Outdoors,Reebok,Super Savings Week,1881784.03,665,2829.75,522.37,4973.55
Sports & Outdoors,Reebok,Ultimate Value Event,1813613.11,664,2731.35,510.65,4994.22
Sports & Outdoors,Reebok,VIP Access Sale,1861673.83,657,2833.60,506.74,4998.87
Sports & Outdoors,Reebok,Weekend Warrior Specials,1841221.51,663,2777.11,501.32,4997.81
Sports & Outdoors,Reebok,Winter Clearance Carnival,1789701.49,640,2796.41,513.07,4981.24
Sports & Outdoors,Reebok,Winter Wonders Sale,1961485.37,691,2838.62,508.42,4987.57
