brand,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Adidas,Churn Risk,Supermarkets ,Clearance Countdown,117620.61,44,2673.20,1013.70,4998.56
Adidas,Churn Risk,Supermarkets ,Countdown to Savings,155830.68,55,2833.29,529.00,4968.92
Adidas,Churn Risk,Supermarkets ,Customer Appreciation Week,100903.25,40,2522.58,520.41,4747.76
Adidas,Churn Risk,Supermarkets ,Cyber Monday Mania,128498.95,46,2793.46,587.59,4606.39
Adidas,Churn Risk,Supermarkets ,Deal of the Month,141240.36,50,2824.81,518.06,4995.45
Adidas,Churn Risk,Supermarkets ,Double Points Bonanza,130908.24,43,3044.38,759.19,4976.03
Adidas,Churn Risk,Supermarkets ,Early Bird Specials,107176.04,39,2748.10,615.84,4644.84
Adidas,Churn Risk,Supermarkets ,End of Season Sale,147472.44,52,2836.01,582.27,4802.37
Adidas,Churn Risk,Supermarkets ,Exclusive Insider Offers,134993.37,49,2754.97,508.78,4931.91
Adidas,Churn Risk,Supermarkets ,Festive Fever Promo,139833.55,57,2453.22,510.97,4843.21
Adidas,Churn Risk,Supermarkets ,Final Call Frenzy,132721.62,45,2949.37,514.15,4715.61
Adidas,Churn Risk,Supermarkets ,Flash Frenzy Friday,126195.78,42,3004.66,511.20,4997.00
Adidas,Churn Risk,Supermarkets ,"Gift More, Spend Less",137576.31,52,2645.70,623.41,4944.80
Adidas,Churn Risk,Supermarkets ,Golden Hour Bargains,126160.41,46,2742.62,538.85,4991.51
Adidas,Churn Risk,Supermarkets ,Green Weekend Deals,137241.86,49,2800.85,631.26,4816.65
Adidas,Churn Risk,Supermarkets ,Happy Hour Discounts,105702.70,36,2936.19,548.47,4660.73
Adidas,Churn Risk,Supermarkets ,Holiday Shopping Rush,107188.40,36,2977.46,765.66,4940.32
Adidas,Churn Risk,Supermarkets ,Hot Picks Promo,142110.70,48,2960.64,523.60,4923.72
Adidas,Churn Risk,Supermarkets ,Instant Gratification Sale,106806.29,40,2670.16,566.52,4998.40
Adidas,Churn Risk,Supermarkets ,Limited Time Treasures,111111.72,42,2645.52,659.58,4815.23
Adidas,Churn Risk,Supermarkets ,Loyalty Rewards Blast,112748.63,39,2890.99,554.99,4832.79
Adidas,Churn Risk,Supermarkets ,Mega Weekend Bonanza,131708.07,58,2270.83,622.79,4341.54
Adidas,Churn Risk,Supermarkets ,Mid-Year Madness,123472.42,41,3011.52,532.31,4991.08
Adidas,Churn Risk,Supermarkets ,Midnight Madness,128382.19,44,2917.78,512.42,4982.18
Adidas,Churn Risk,Supermarkets ,Mystery Discount Days,143556.84,50,2871.14,532.78,4979.18
Adidas,Churn Risk,Supermarkets ,New Arrival Showcase,110784.53,37,2994.18,526.98,4887.41
Adidas,Churn Risk,Supermarkets ,New Product Launch Promo,138590.71,49,2828.38,601.84,4973.89
Adidas,Churn Risk,Supermarkets ,New Year Kickoff,124429.89,43,2893.72,543.84,4955.51
Adidas,Churn Risk,Supermarkets ,Price Drop Parade,121162.26,43,2817.73,571.45,4932.51
Adidas,Churn Risk,Supermarkets ,Red Tag Clearance,90707.84,33,2748.72,705.57,4939.22
Adidas,Churn Risk,Supermarkets ,Seasonal Surprise Box,99841.86,39,2560.05,515.20,4841.21
Adidas,Churn Risk,Supermarkets ,Shop & Save Spectacular,103149.88,36,2865.27,530.01,4936.87
Adidas,Churn Risk,Supermarkets ,Smart Shopper Week,189976.65,71,2675.73,690.21,4959.70
Adidas,Churn Risk,Supermarkets ,Spring Refresh Event,115725.95,44,2630.14,578.47,4997.20
Adidas,Churn Risk,Supermarkets ,Spring Splash Discounts,80621.64,37,2178.96,543.29,4760.41
Adidas,Churn Risk,Supermarkets ,Summer Sizzle Promo,117122.48,50,2342.45,580.01,4985.23
Adidas,Churn Risk,Supermarkets ,Super Savings Week,120688.42,47,2567.84,506.36,4938.35
Adidas,Churn Risk,Supermarkets ,Ultimate Value Event,122248.10,48,2546.84,521.06,4731.15
Adidas,Churn Risk,Supermarkets ,VIP Access Sale,100944.06,35,2884.12,591.93,4910.25
Adidas,Churn Risk,Supermarkets ,Weekend Warrior Specials,105444.33,44,2396.46,534.87,4993.94
Adidas,Churn Risk,Supermarkets ,Winter Clearance Carnival,152195.31,54,2818.43,535.31,4978.12
Adidas,Churn Risk,Supermarkets ,Winter Wonders Sale,133660.85,45,2970.24,521.75,4929.83
Adidas,Deal Seeker,Large Malls / Complexes,12 Days of Deals,111367.47,47,2369.52,523.07,4895.18
Adidas,Deal Seeker,Large Malls / Complexes,Autumn Deals Drive,136788.91,45,3039.75,688.45,4891.83
Adidas,Deal Seeker,Large Malls / Complexes,BOGO Blitz,140133.67,52,2694.88,565.98,4914.72
Adidas,Deal Seeker,Large Malls / Complexes,Back to School Boost,131685.43,50,2633.71,518.87,4965.92
Adidas,Deal Seeker,Large Malls / Complexes,Birthday Bash Sale,101159.20,37,2734.03,611.55,4994.20
Adidas,Deal Seeker,Large Malls / Complexes,Black Friday Blowout,142636.99,49,2910.96,797.29,4947.74
Adidas,Deal Seeker,Large Malls / Complexes,Cart Crasher Campaign,107007.74,37,2892.10,731.51,4875.30
Adidas,Deal Seeker,Large Malls / Complexes,Cashback Carnival,138451.70,48,2884.41,515.77,4874.76
Adidas,Deal Seeker,Large Malls / Complexes,Clearance Countdown,140813.99,53,2656.87,505.52,4737.32
Adidas,Deal Seeker,Large Malls / Complexes,Countdown to Savings,98049.69,38,2580.25,527.75,4863.05
Adidas,Deal Seeker,Large Malls / Complexes,Customer Appreciation Week,123919.96,41,3022.44,710.10,4957.35
Adidas,Deal Seeker,Large Malls / Complexes,Cyber Monday Mania,144483.35,54,2675.62,632.08,4948.27
Adidas,Deal Seeker,Large Malls / Complexes,Deal of the Month,123528.20,41,3012.88,577.97,4950.00
Adidas,Deal Seeker,Large Malls / Complexes,Double Points Bonanza,84385.02,30,2812.83,518.43,4996.56
Adidas,Deal Seeker,Large Malls / Complexes,Early Bird Specials,95813.23,40,2395.33,567.13,4982.97
Adidas,Deal Seeker,Large Malls / Complexes,End of Season Sale,124749.20,44,2835.21,555.33,4909.04
Adidas,Deal Seeker,Large Malls / Complexes,Exclusive Insider Offers,126412.91,41,3083.24,1274.80,4968.64
Adidas,Deal Seeker,Large Malls / Complexes,Festive Fever Promo,108052.54,35,3087.22,628.38,4963.85
Adidas,Deal Seeker,Large Malls / Complexes,Final Call Frenzy,123807.88,45,2751.29,555.33,4937.97
Adidas,Deal Seeker,Large Malls / Complexes,Flash Frenzy Friday,109584.73,39,2809.86,511.53,4981.24
Adidas,Deal Seeker,Large Malls / Complexes,"Gift More, Spend Less",111674.31,41,2723.76,504.14,4946.78
Adidas,Deal Seeker,Large Malls / Complexes,Golden Hour Bargains,117823.01,42,2805.31,656.27,4998.10
Adidas,Deal Seeker,Large Malls / Complexes,Green Weekend Deals,95910.51,34,2820.90,579.55,4953.96
Adidas,Deal Seeker,Large Malls / Complexes,Happy Hour Discounts,140456.98,47,2988.45,741.15,4945.76
Adidas,Deal Seeker,Large Malls / Complexes,Holiday Shopping Rush,158763.93,58,2737.31,506.26,4957.77
Adidas,Deal Seeker,Large Malls / Complexes,Hot Picks Promo,125454.06,43,2917.54,780.23,4968.49
Adidas,Deal Seeker,Large Malls / Complexes,Instant Gratification Sale,106879.39,40,2671.98,509.42,4866.82
Adidas,Deal Seeker,Large Malls / Complexes,Limited Time Treasures,89030.99,37,2406.24,547.64,4936.80
Adidas,Deal Seeker,Large Malls / Complexes,Loyalty Rewards Blast,132636.42,48,2763.26,503.10,4941.50
Adidas,Deal Seeker,Large Malls / Complexes,Mega Weekend Bonanza,142598.29,47,3034.01,559.96,4744.92
Adidas,Deal Seeker,Large Malls / Complexes,Mid-Year Madness,70187.06,36,1949.64,501.32,4429.93
Adidas,Deal Seeker,Large Malls / Complexes,Midnight Madness,118296.20,43,2751.07,512.27,4952.37
Adidas,Deal Seeker,Large Malls / Complexes,Mystery Discount Days,125045.59,45,2778.79,741.62,4976.22
Adidas,Deal Seeker,Large Malls / Complexes,New Arrival Showcase,118014.49,40,2950.36,829.03,4982.07
Adidas,Deal Seeker,Large Malls / Complexes,New Product Launch Promo,109912.76,41,2680.80,545.87,4991.43
Adidas,Deal Seeker,Large Malls / Complexes,New Year Kickoff,124255.86,39,3186.05,880.76,4842.63
Adidas,Deal Seeker,Large Malls / Complexes,Price Drop Parade,149240.77,52,2870.01,611.58,4846.21
Adidas,Deal Seeker,Large Malls / Complexes,Red Tag Clearance,123992.07,45,2755.38,509.09,4905.92
Adidas,Deal Seeker,Large Malls / Complexes,Seasonal Surprise Box,142428.02,51,2792.71,702.91,4928.22
Adidas,Deal Seeker,Large Malls / Complexes,Shop & Save Spectacular,132516.45,47,2819.50,554.78,4995.87
Adidas,Deal Seeker,Large Malls / Complexes,Smart Shopper Week,121342.36,41,2959.57,564.26,4972.34
Adidas,Deal Seeker,Large Malls / Complexes,Spring Refresh Event,110353.29,42,2627.46,511.11,4917.83
Adidas,Deal Seeker,Large Malls / Complexes,Spring Splash Discounts,125081.50,49,2552.68,525.43,4911.84
Adidas,Deal Seeker,Large Malls / Complexes,Summer Sizzle Promo,129335.13,47,2751.81,573.24,4873.43
Adidas,Deal Seeker,Large Malls / Complexes,Super Savings Week,137012.33,46,2978.53,522.46,4851.09
Adidas,Deal Seeker,Large Malls / Complexes,Ultimate Value Event,131080.82,48,2730.85,593.54,4913.36
Adidas,Deal Seeker,Large Malls / Complexes,VIP Access Sale,101993.93,32,3187.31,958.55,4920.58
Adidas,Deal Seeker,Large Malls / Complexes,Weekend Warrior Specials,157061.79,53,2963.43,722.55,4976.61
Adidas,Deal Seeker,Large Malls / Complexes,Winter Clearance Carnival,144803.42,50,2896.07,659.69,4814.83
Adidas,Deal Seeker,Large Malls / Complexes,Winter Wonders Sale,130146.87,50,2602.94,512.88,4983.97
Adidas,Deal Seeker,Small Stores / Shops,12 Days of Deals,147676.18,55,2685.02,529.90,4970.14
Adidas,Deal Seeker,Small Stores / Shops,Autumn Deals Drive,116795.58,47,2485.01,518.04,4860.51
Adidas,Deal Seeker,Small Stores / Shops,BOGO Blitz,161852.84,58,2790.57,518.34,4884.01
Adidas,Deal Seeker,Small Stores / Shops,Back to School Boost,147378.82,57,2585.59,527.30,4747.02
Adidas,Deal Seeker,Small Stores / Shops,Birthday Bash Sale,124696.02,43,2899.91,529.74,4893.86
Adidas,Deal Seeker,Small Stores / Shops,Black Friday Blowout,94751.29,39,2429.52,663.80,4591.44
Adidas,Deal Seeker,Small Stores / Shops,Cart Crasher Campaign,125316.92,47,2666.32,512.46,4647.72
Adidas,Deal Seeker,Small Stores / Shops,Cashback Carnival,125015.94,42,2976.57,700.46,4939.63
Adidas,Deal Seeker,Small Stores / Shops,Clearance Countdown,104547.28,37,2825.60,544.31,4841.07
Adidas,Deal Seeker,Small Stores / Shops,Countdown to Savings,134216.96,41,3273.58,509.94,4963.31
Adidas,Deal Seeker,Small Stores / Shops,Customer Appreciation Week,150914.62,53,2847.45,661.57,4971.64
Adidas,Deal Seeker,Small Stores / Shops,Cyber Monday Mania,117095.42,40,2927.39,576.58,4990.88
Adidas,Deal Seeker,Small Stores / Shops,Deal of the Month,116910.38,42,2783.58,605.35,4942.38
Adidas,Deal Seeker,Small Stores / Shops,Double Points Bonanza,113712.90,40,2842.82,507.68,4805.03
Adidas,Deal Seeker,Small Stores / Shops,Early Bird Specials,129268.67,47,2750.40,567.68,4944.70
Adidas,Deal Seeker,Small Stores / Shops,End of Season Sale,158260.25,61,2594.43,515.55,4979.39
Adidas,Deal Seeker,Small Stores / Shops,Exclusive Insider Offers,124663.07,42,2968.17,574.08,4971.71
Adidas,Deal Seeker,Small Stores / Shops,Festive Fever Promo,153422.10,53,2894.76,802.85,4909.62
Adidas,Deal Seeker,Small Stores / Shops,Final Call Frenzy,98263.56,35,2807.53,625.85,4992.84
Adidas,Deal Seeker,Small Stores / Shops,Flash Frenzy Friday,91296.60,38,2402.54,601.93,4670.12
Adidas,Deal Seeker,Small Stores / Shops,"Gift More, Spend Less",128689.42,43,2992.78,613.11,4834.46
Adidas,Deal Seeker,Small Stores / Shops,Golden Hour Bargains,100331.74,40,2508.29,522.15,4976.21
Adidas,Deal Seeker,Small Stores / Shops,Green Weekend Deals,140343.84,52,2698.92,585.39,4943.14
Adidas,Deal Seeker,Small Stores / Shops,Happy Hour Discounts,84456.63,34,2484.02,597.27,4589.61
Adidas,Deal Seeker,Small Stores / Shops,Holiday Shopping Rush,86476.27,36,2402.12,688.51,4730.01
Adidas,Deal Seeker,Small Stores / Shops,Hot Picks Promo,115715.98,44,2629.91,520.65,4774.57
Adidas,Deal Seeker,Small Stores / Shops,Instant Gratification Sale,115102.77,40,2877.57,617.39,4955.46
Adidas,Deal Seeker,Small Stores / Shops,Limited Time Treasures,109691.82,44,2493.00,619.04,4804.11
Adidas,Deal Seeker,Small Stores / Shops,Loyalty Rewards Blast,137238.08,48,2859.13,518.85,4882.37
Adidas,Deal Seeker,Small Stores / Shops,Mega Weekend Bonanza,161869.67,54,2997.59,579.34,4957.09
Adidas,Deal Seeker,Small Stores / Shops,Mid-Year Madness,100883.84,42,2402.00,503.20,4386.10
Adidas,Deal Seeker,Small Stores / Shops,Midnight Madness,126234.86,50,2524.70,533.16,4803.14
Adidas,Deal Seeker,Small Stores / Shops,Mystery Discount Days,125944.89,47,2679.68,561.96,4888.38
Adidas,Deal Seeker,Small Stores / Shops,New Arrival Showcase,114631.46,39,2939.27,599.07,4978.03
Adidas,Deal Seeker,Small Stores / Shops,New Product Launch Promo,124404.71,48,2591.76,694.64,4984.55
Adidas,Deal Seeker,Small Stores / Shops,New Year Kickoff,144108.42,54,2668.67,678.70,4955.49
Adidas,Deal Seeker,Small Stores / Shops,Price Drop Parade,119692.39,44,2720.28,701.29,4852.15
Adidas,Deal Seeker,Small Stores / Shops,Red Tag Clearance,116108.22,41,2831.91,518.26,4953.36
Adidas,Deal Seeker,Small Stores / Shops,Seasonal Surprise Box,119813.34,45,2662.52,612.03,4978.73
Adidas,Deal Seeker,Small Stores / Shops,Shop & Save Spectacular,120415.67,38,3168.83,528.50,4455.61
Adidas,Deal Seeker,Small Stores / Shops,Smart Shopper Week,149784.24,55,2723.35,569.27,4942.48
Adidas,Deal Seeker,Small Stores / Shops,Spring Refresh Event,114254.06,37,3087.95,535.22,4777.27
Adidas,Deal Seeker,Small Stores / Shops,Spring Splash Discounts,130088.72,44,2956.56,503.97,4928.75
Adidas,Deal Seeker,Small Stores / Shops,Summer Sizzle Promo,133784.10,49,2730.29,513.93,4975.17
Adidas,Deal Seeker,Small Stores / Shops,Super Savings Week,124764.94,47,2654.57,535.44,4983.09
Adidas,Deal Seeker,Small Stores / Shops,Ultimate Value Event,135326.51,48,2819.30,573.04,4980.77
Adidas,Deal Seeker,Small Stores / Shops,VIP Access Sale,141123.00,50,2822.46,560.93,4952.43
Adidas,Deal Seeker,Small Stores / Shops,Weekend Warrior Specials,103897.59,40,2597.44,528.56,4724.42
Adidas,Deal Seeker,Small Stores / Shops,Winter Clearance Carnival,142100.04,50,2842.00,614.61,4945.48
Adidas,Deal Seeker,Small Stores / Shops,Winter Wonders Sale,119743.79,42,2851.04,586.36,4924.10
Adidas,Deal Seeker,Supermarkets ,12 Days of Deals,123230.87,45,2738.46,705.22,4801.91
Adidas,Deal Seeker,Supermarkets ,Autumn Deals Drive,150947.69,46,3281.47,543.58,4991.85
Adidas,Deal Seeker,Supermarkets ,BOGO Blitz,119237.00,38,3137.82,526.59,4917.52
Adidas,Deal Seeker,Supermarkets ,Back to School Boost,146197.16,50,2923.94,540.41,4989.82
Adidas,Deal Seeker,Supermarkets ,Birthday Bash Sale,132617.91,47,2821.66,534.32,4978.32
Adidas,Deal Seeker,Supermarkets ,Black Friday Blowout,122845.37,42,2924.89,524.52,4956.18
Adidas,Deal Seeker,Supermarkets ,Cart Crasher Campaign,141074.29,51,2766.16,861.56,4944.12
Adidas,Deal Seeker,Supermarkets ,Cashback Carnival,115801.89,42,2757.19,541.79,4857.73
Adidas,Deal Seeker,Supermarkets ,Clearance Countdown,118735.48,46,2581.21,590.16,4958.31
Adidas,Deal Seeker,Supermarkets ,Countdown to Savings,161730.72,54,2995.01,819.11,4957.19
Adidas,Deal Seeker,Supermarkets ,Customer Appreciation Week,129584.99,41,3160.61,769.22,4988.05
Adidas,Deal Seeker,Supermarkets ,Cyber Monday Mania,132470.49,49,2703.48,572.65,4915.17
Adidas,Deal Seeker,Supermarkets ,Deal of the Month,146385.95,51,2870.31,578.40,4972.55
Adidas,Deal Seeker,Supermarkets ,Double Points Bonanza,117971.00,47,2510.02,513.04,4973.05
Adidas,Deal Seeker,Supermarkets ,Early Bird Specials,141883.19,46,3084.42,506.32,4919.73
Adidas,Deal Seeker,Supermarkets ,End of Season Sale,105267.21,42,2506.36,625.27,4933.50
Adidas,Deal Seeker,Supermarkets ,Exclusive Insider Offers,115641.27,40,2891.03,534.77,4831.30
Adidas,Deal Seeker,Supermarkets ,Festive Fever Promo,139258.12,51,2730.55,523.41,4958.43
Adidas,Deal Seeker,Supermarkets ,Final Call Frenzy,165412.98,57,2901.98,509.40,4971.11
Adidas,Deal Seeker,Supermarkets ,Flash Frenzy Friday,115968.35,43,2696.94,566.96,4994.26
Adidas,Deal Seeker,Supermarkets ,"Gift More, Spend Less",147413.59,59,2498.54,510.97,4752.55
Adidas,Deal Seeker,Supermarkets ,Golden Hour Bargains,144863.16,58,2497.64,585.11,4924.08
Adidas,Deal Seeker,Supermarkets ,Green Weekend Deals,127325.10,48,2652.61,501.10,4936.01
Adidas,Deal Seeker,Supermarkets ,Happy Hour Discounts,115082.83,41,2806.90,623.18,4943.39
Adidas,Deal Seeker,Supermarkets ,Holiday Shopping Rush,112594.94,41,2746.22,518.32,4969.91
Adidas,Deal Seeker,Supermarkets ,Hot Picks Promo,111460.07,44,2533.18,522.94,4958.46
Adidas,Deal Seeker,Supermarkets ,Instant Gratification Sale,144505.08,51,2833.43,632.86,4985.30
Adidas,Deal Seeker,Supermarkets ,Limited Time Treasures,140912.23,49,2875.76,501.46,4886.81
Adidas,Deal Seeker,Supermarkets ,Loyalty Rewards Blast,137582.91,50,2751.66,554.64,4823.76
Adidas,Deal Seeker,Supermarkets ,Mega Weekend Bonanza,86442.46,31,2788.47,650.06,4823.83
Adidas,Deal Seeker,Supermarkets ,Mid-Year Madness,116482.15,42,2773.38,511.18,4975.75
Adidas,Deal Seeker,Supermarkets ,Midnight Madness,155162.80,51,3042.41,575.92,4889.24
Adidas,Deal Seeker,Supermarkets ,Mystery Discount Days,88050.16,32,2751.57,534.57,4877.80
Adidas,Deal Seeker,Supermarkets ,New Arrival Showcase,133301.88,42,3173.85,920.61,4965.97
Adidas,Deal Seeker,Supermarkets ,New Product Launch Promo,120859.72,39,3098.97,541.18,4815.69
Adidas,Deal Seeker,Supermarkets ,New Year Kickoff,114874.28,42,2735.10,565.76,4977.99
Adidas,Deal Seeker,Supermarkets ,Price Drop Parade,132705.50,46,2884.90,545.20,4992.13
Adidas,Deal Seeker,Supermarkets ,Red Tag Clearance,149896.99,45,3331.04,902.85,4957.70
Adidas,Deal Seeker,Supermarkets ,Seasonal Surprise Box,118783.13,44,2699.62,500.52,4956.42
Adidas,Deal Seeker,Supermarkets ,Shop & Save Spectacular,118371.54,42,2818.37,700.81,4792.85
Adidas,Deal Seeker,Supermarkets ,Smart Shopper Week,111105.09,41,2709.88,629.33,4983.10
Adidas,Deal Seeker,Supermarkets ,Spring Refresh Event,89635.47,36,2489.87,606.06,4883.40
Adidas,Deal Seeker,Supermarkets ,Spring Splash Discounts,124769.66,51,2446.46,500.46,4996.95
Adidas,Deal Seeker,Supermarkets ,Summer Sizzle Promo,123890.70,42,2949.78,797.00,4936.18
Adidas,Deal Seeker,Supermarkets ,Super Savings Week,135308.35,48,2818.92,515.33,4944.40
Adidas,Deal Seeker,Supermarkets ,Ultimate Value Event,125222.23,50,2504.44,592.15,4843.23
Adidas,Deal Seeker,Supermarkets ,VIP Access Sale,104059.23,37,2812.41,808.57,4851.87
Adidas,Deal Seeker,Supermarkets ,Weekend Warrior Specials,129955.98,45,2887.91,707.04,4934.79
Adidas,Deal Seeker,Supermarkets ,Winter Clearance Carnival,109157.15,40,2728.93,509.53,4876.16
Adidas,Deal Seeker,Supermarkets ,Winter Wonders Sale,134137.94,48,2794.54,633.27,4996.30
Adidas,First-time Buyer,Large Malls / Complexes,12 Days of Deals,145945.60,54,2702.70,611.16,4877.16
Adidas,First-time Buyer,Large Malls / Complexes,Autumn Deals Drive,131275.93,54,2431.04,550.28,4974.39
Adidas,First-time Buyer,Large Malls / Complexes,BOGO Blitz,126077.77,45,2801.73,523.98,4860.84
Adidas,First-time Buyer,Large Malls / Complexes,Back to School Boost,102886.19,42,2449.67,648.99,4791.06
Adidas,First-time Buyer,Large Malls / Complexes,Birthday Bash Sale,104140.73,37,2814.61,526.11,4924.39
Adidas,First-time Buyer,Large Malls / Complexes,Black Friday Blowout,138967.29,50,2779.35,556.22,4917.40
Adidas,First-time Buyer,Large Malls / Complexes,Cart Crasher Campaign,125831.32,47,2677.26,581.42,4919.18
Adidas,First-time Buyer,Large Malls / Complexes,Cashback Carnival,120782.08,41,2945.90,584.38,4944.52
Adidas,First-time Buyer,Large Malls / Complexes,Clearance Countdown,115932.65,41,2827.63,553.93,4712.20
Adidas,First-time Buyer,Large Malls / Complexes,Countdown to Savings,95410.84,37,2578.67,733.29,4872.73
Adidas,First-time Buyer,Large Malls / Complexes,Customer Appreciation Week,156388.21,57,2743.65,510.44,4923.75
Adidas,First-time Buyer,Large Malls / Complexes,Cyber Monday Mania,87111.60,30,2903.72,525.26,4977.18
Adidas,First-time Buyer,Large Malls / Complexes,Deal of the Month,93087.75,31,3002.83,598.12,4949.19
Adidas,First-time Buyer,Large Malls / Complexes,Double Points Bonanza,120260.69,42,2863.35,614.03,4936.19
Adidas,First-time Buyer,Large Malls / Complexes,Early Bird Specials,118580.81,46,2577.84,526.61,4823.08
Adidas,First-time Buyer,Large Malls / Complexes,End of Season Sale,145741.92,53,2749.85,561.08,4976.16
Adidas,First-time Buyer,Large Malls / Complexes,Exclusive Insider Offers,123271.73,44,2801.63,625.49,4916.10
Adidas,First-time Buyer,Large Malls / Complexes,Festive Fever Promo,103787.78,38,2731.26,637.28,4949.75
